case_category,gravity_offence,case_status,state,district,court,unit_type,unit,officer_kgid,officer_name,officer_rank,officer_designation,officer_dob,officer_gender,officer_blood_group,officer_physically_challenged,officer_appointment_date,crime_no,case_no,registered_date,brief_facts,incident_from_date,incident_to_date,info_received_date,latitude,longitude,occurrence_brief_facts,crime_group_name,crime_head_name,act_code,act_description,short_name,section_code,section_description,act_order,section_order,complainant_name,complainant_age,complainant_occupation,complainant_religion,complainant_caste,complainant_gender,victim_name,victim_age,victim_gender,victim_police,accused_name,accused_age,accused_gender,accused_person_id,arrest_type,arrest_date,arrest_state,arrest_district,arrest_station,arrest_io_kgid,arrest_court,arrest_primary_accused_name,arrest_joint_accused_names,chargesheet_date,chargesheet_type,chargesheet_officer_kgid
FIR,Heinous,Under Investigation,Karnataka,Kalaburagi,Kalaburagi District & Sessions Court,Police Station,Kalaburagi City PS,KA64761,Rahul Joshi,Constable,SHO,1976-06-17,Male,B Negative,0,2020-04-20,164183391202300006,202300006,2023-05-28,"On 26-05-2023, a case of Murder was reported at Kalaburagi City PS, Kalaburagi district.",2023-05-26T22:00:00,2023-05-27T05:00:00,2023-05-27T05:00:00,17.2837,76.8481,"Incident occurred near coordinates 17.2837, 76.8481 within jurisdiction of Kalaburagi City PS.",Crimes Against Body,Murder,IPC,Indian Penal Code,IPC,302,Punishment for murder,1,1,Manish Hegde,57,Private Employee,Hindu,General,Male,Pooja Shetty,48,Female,0,Farhan Nair,,Female,A1,1.0,2023-06-04T10:00:00,Karnataka,Kalaburagi,Kalaburagi City PS,KA64761,Kalaburagi District & Sessions Court,Farhan Nair,,,,
FIR,Heinous,Report Beece (B-Report),Karnataka,Ballari,Ballari District & Sessions Court,Police Station,Ballari City PS,KA69766,Aarav Gowda,Inspector,Station Writer,1986-04-19,Male,B Positive,0,2011-06-19,112743583202500007,202500007,2024-09-02,"On 29-08-2024, a case of Money Laundering was reported at Ballari City PS, Ballari district.",2024-08-29T21:00:00,2024-08-30T04:00:00,2024-08-30T11:00:00,15.0897,76.915,"Incident occurred near coordinates 15.0897, 76.915 within jurisdiction of Ballari City PS.",Financial Crime,Money Laundering,PMLA,"Prevention of Money Laundering Act, 2002",PMLA,3,Offence of money laundering,1,1,Aarav Patil,68,Private Employee,Hindu,General,Female,Esha Das,29,Male,0,Vikram Kumar,,Transgender,A1,1.0,2024-09-09T05:00:00,Karnataka,Ballari,Ballari City PS,KA69766,Ballari District & Sessions Court,Vikram Kumar,Aditi Patil,,,
FIR,Heinous,Report Beece (B-Report),Karnataka,Ballari,Ballari District & Sessions Court,Police Station,Ballari City PS,KA69766,Aarav Gowda,Head Constable,Circle Inspector,1992-09-25,Male,O Negative,1,2001-01-15,112743583202500007,202500007,2024-09-02,"On 29-08-2024, a case of Money Laundering was reported at Ballari City PS, Ballari district.",2024-08-29T21:00:00,2024-08-30T04:00:00,2024-08-30T11:00:00,15.0897,76.915,"Incident occurred near coordinates 15.0897, 76.915 within jurisdiction of Ballari City PS.",Financial Crime,Money Laundering,PMLA,"Prevention of Money Laundering Act, 2002",PMLA,3,Offence of money laundering,1,1,,,,,,,,,,0,Aditi Patil,53,Male,A2,,,,,,,,,,,,
UDR,Heinous,Report Beece (B-Report),Karnataka,Bidar,Bidar District & Sessions Court,Police Station,Bidar Town PS,KA24067,Siddharth Patil,Constable,Station Writer,1998-10-15,Female,O Negative,0,2005-12-25,281468938202400008,202400008,2024-09-16,"On 13-09-2024, a case of Dark Web Crime was reported at Bidar Town PS, Bidar district.",2024-09-13T01:00:00,2024-09-13T08:00:00,2024-09-13T16:00:00,17.8355,77.4264,"Incident occurred near coordinates 17.8355, 77.4264 within jurisdiction of Bidar Town PS.",Cyber Crime,Dark Web Crime,ITA,"Information Technology Act, 2000",IT Act,67,Publishing/transmitting obscene material electronically,1,1,Ananya Das,50,Private Employee,Hindu,General,Female,Ananya Reddy,44,Transgender,0,Esha Singh,,Female,A1,1.0,2024-09-23T06:00:00,Karnataka,Bidar,Bidar Town PS,KA24067,Bidar District & Sessions Court,Esha Singh,,,,
FIR,Heinous,Chargesheet Filed,Karnataka,Belagavi,Belagavi District & Sessions Court,Police Station,Belagavi City PS,KA86570,Siddharth Rao,Constable,Station Writer,1992-04-17,Female,A Negative,0,2004-01-07,139292168202500009,202500009,2025-02-27,"On 22-02-2025, a case of Assault was reported at Belagavi City PS, Belagavi district.",2025-02-22T04:00:00,2025-02-22T12:00:00,2025-02-22T23:00:00,15.7611,74.472,"Incident occurred near coordinates 15.7611, 74.472 within jurisdiction of Belagavi City PS.",Crimes Against Body,Assault,IPC,Indian Penal Code,IPC,351,Assault,1,1,Divya Das,67,Private Employee,Hindu,General,Female,Tanvi Sharma,26,Male,0,Isha Bhat,20,Male,A1,1.0,2025-03-06T10:00:00,Karnataka,Belagavi,Belagavi City PS,KA86570,Belagavi District & Sessions Court,Isha Bhat,"Vikram Deshmukh,Esha Joshi",2025-04-26T10:00:00,A,KA86570
FIR,Heinous,Chargesheet Filed,Karnataka,Belagavi,Belagavi District & Sessions Court,Police Station,Belagavi City PS,KA86570,Siddharth Rao,Inspector,Investigating Officer,1995-12-25,Male,O Positive,0,2020-04-17,139292168202500009,202500009,2025-02-27,"On 22-02-2025, a case of Assault was reported at Belagavi City PS, Belagavi district.",2025-02-22T04:00:00,2025-02-22T12:00:00,2025-02-22T23:00:00,15.7611,74.472,"Incident occurred near coordinates 15.7611, 74.472 within jurisdiction of Belagavi City PS.",Crimes Against Body,Assault,IPC,Indian Penal Code,IPC,351,Assault,1,1,,,,,,,,,,0,Vikram Deshmukh,,Female,A2,,,,,,,,,,,,
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Belagavi,Belagavi District & Sessions Court,Police Station,Belagavi City PS,KA86570,Siddharth Rao,Head Constable,SHO,1980-12-04,Male,AB Positive,1,2000-12-05,139292168202500009,202500009,2025-02-27,"On 22-02-2025, a case of Assault was reported at Belagavi City PS, Belagavi district.",2025-02-22T04:00:00,2025-02-22T12:00:00,2025-02-22T23:00:00,15.7611,74.472,"Incident occurred near coordinates 15.7611, 74.472 within jurisdiction of Belagavi City PS.",Crimes Against Body,Assault,IPC,Indian Penal Code,IPC,351,Assault,1,1,,,,,,,,,,0,Esha Joshi,59,Male,A3,,,,,,,,,,,,
Zero FIR,Non-Heinous,Chargesheet Filed,Karnataka,Vijayapura,Vijayapura District & Sessions Court,Police Station,Vijayapura Town PS,KA79858,Aditi Kulkarni,Constable,Circle Inspector,1974-07-17,Male,B Positive,0,2017-09-16,815353653202400010,202400010,2022-08-31,"On 26-08-2022, a case of Murder was reported at Vijayapura Town PS, Vijayapura district.",2022-08-26T09:00:00,2022-08-26T16:00:00,2022-08-26T23:00:00,16.7706,75.7286,"Incident occurred near coordinates 16.7706, 75.7286 within jurisdiction of Vijayapura Town PS.",Crimes Against Body,Murder,IPC,Indian Penal Code,IPC,302,Punishment for murder,1,1,Kavya Patil,77,Private Employee,Hindu,General,Female,Nikhil Das,73,Female,0,Isha Reddy,52,Female,A1,1.0,2022-09-07T10:00:00,Karnataka,Vijayapura,Vijayapura Town PS,KA79858,Vijayapura District & Sessions Court,Isha Reddy,,2022-09-22T10:00:00,A,KA79858
FIR,Non-Heinous,Report Beece (B-Report),Karnataka,Ballari,Ballari District & Sessions Court,Police Station,Ballari City PS,KA53737,Vikram Deshmukh,Constable,Station Writer,1984-10-27,Male,O Positive,1,2004-04-21,158664414202400011,202400011,2024-02-22,"On 21-02-2024, a case of Money Laundering was reported at Ballari City PS, Ballari district.",2024-02-21T18:00:00,2024-02-21T22:00:00,2024-02-22T08:00:00,15.1404,76.894,"Incident occurred near coordinates 15.1404, 76.894 within jurisdiction of Ballari City PS.",Financial Crime,Money Laundering,PMLA,"Prevention of Money Laundering Act, 2002",PMLA,3,Offence of money laundering,1,1,Aarav Kulkarni,35,Private Employee,Hindu,General,Male,Tanvi Bhat,45,Transgender,0,Nikhil Joshi,,Male,A1,1.0,2024-02-29T19:00:00,Karnataka,Ballari,Ballari City PS,KA53737,Ballari District & Sessions Court,Nikhil Joshi,Kavya Verma,,,
FIR,Non-Heinous,Report Beece (B-Report),Karnataka,Ballari,Ballari District & Sessions Court,Police Station,Ballari City PS,KA53737,Vikram Deshmukh,Head Constable,Circle Inspector,1976-03-17,Male,B Positive,1,2015-07-21,158664414202400011,202400011,2024-02-22,"On 21-02-2024, a case of Money Laundering was reported at Ballari City PS, Ballari district.",2024-02-21T18:00:00,2024-02-21T22:00:00,2024-02-22T08:00:00,15.1404,76.894,"Incident occurred near coordinates 15.1404, 76.894 within jurisdiction of Ballari City PS.",Financial Crime,Money Laundering,PMLA,"Prevention of Money Laundering Act, 2002",PMLA,3,Offence of money laundering,1,1,,,,,,,,,,0,Kavya Verma,,Female,A2,,,,,,,,,,,,
PAR,Heinous,Chargesheet Filed,Karnataka,Vijayapura,Vijayapura District & Sessions Court,Police Station,Vijayapura Town PS,KA12049,Siddharth Singh,Inspector,SHO,1973-09-03,Male,A Negative,0,2002-04-20,399212528202400012,202400012,2023-11-09,"On 04-11-2023, a case of Cryptocurrency Crime was reported at Vijayapura Town PS, Vijayapura district.",2023-11-04T14:00:00,2023-11-04T20:00:00,2023-11-05T11:00:00,16.8117,75.6633,"Incident occurred near coordinates 16.8117, 75.6633 within jurisdiction of Vijayapura Town PS.",Cyber Crime,Cryptocurrency Crime,ITA,"Information Technology Act, 2000",IT Act,66D,Cheating by personation using a computer resource,1,1,Farhan Nair,80,Private Employee,Hindu,General,Female,Esha Gowda,28,Female,0,Isha Sharma,,Male,A1,1.0,2023-11-16T21:00:00,Karnataka,Vijayapura,Vijayapura Town PS,KA12049,Vijayapura District & Sessions Court,Isha Sharma,Tanvi Singh,2023-12-13T21:00:00,C,KA12049
PAR,Non-Heinous,Chargesheet Filed,Karnataka,Vijayapura,Vijayapura District & Sessions Court,Police Station,Vijayapura Town PS,KA12049,Siddharth Singh,Constable,SHO,1997-04-20,Female,B Positive,0,2014-10-25,399212528202400012,202400012,2023-11-09,"On 04-11-2023, a case of Cryptocurrency Crime was reported at Vijayapura Town PS, Vijayapura district.",2023-11-04T14:00:00,2023-11-04T20:00:00,2023-11-05T11:00:00,16.8117,75.6633,"Incident occurred near coordinates 16.8117, 75.6633 within jurisdiction of Vijayapura Town PS.",Cyber Crime,Cryptocurrency Crime,ITA,"Information Technology Act, 2000",IT Act,66D,Cheating by personation using a computer resource,1,1,,,,,,,,,,0,Tanvi Singh,,Transgender,A2,,,,,,,,,,,,
PAR,Heinous,Under Investigation,Karnataka,Bengaluru Urban,"Principal City Civil & Sessions Court, Bengaluru",Police Station,Bengaluru City PS,KA26934,Dev Nair,Inspector,Station Writer,1981-08-07,Female,AB Positive,0,2007-10-21,311592181202200013,202200013,2022-10-28,"On 27-10-2022, a case of Cyber Crime was reported at Bengaluru City PS, Bengaluru Urban district.",2022-10-27T09:00:00,2022-10-27T15:00:00,2022-10-27T16:00:00,13.0525,77.5776,"Incident occurred near coordinates 13.0525, 77.5776 within jurisdiction of Bengaluru City PS.",Cyber Crime,Cyber Crime,ITA,"Information Technology Act, 2000",IT Act,66C,Identity theft using computer resource,1,1,Aditi Das,41,Private Employee,Hindu,General,Male,Gautam Bhat,53,Transgender,0,Rahul Verma,,Transgender,A1,1.0,2022-11-04T21:00:00,Karnataka,Bengaluru Urban,Bengaluru City PS,KA26934,"Principal City Civil & Sessions Court, Bengaluru",Rahul Verma,,,,
Zero FIR,Heinous,Report Beece (B-Report),Karnataka,Hubballi-Dharwad,Dharwad District & Sessions Court,Police Station,Dharwad Town PS,KA34226,Nikhil Singh,Sub-Inspector,Station Writer,1984-02-13,Female,O Positive,0,2010-09-19,814236106202400014,202400014,2024-03-02,"On 27-02-2024, a case of Robbery was reported at Dharwad Town PS, Hubballi-Dharwad district.",2024-02-27T23:00:00,2024-02-28T02:00:00,2024-02-28T12:00:00,15.4363,74.9338,"Incident occurred near coordinates 15.4363, 74.9338 within jurisdiction of Dharwad Town PS.",Property Crimes,Robbery,IPC,Indian Penal Code,IPC,392,Punishment for robbery,1,1,Nikhil Joshi,26,Private Employee,Hindu,General,Female,Pooja Kumar,26,Transgender,0,Farhan Verma,,Female,A1,1.0,2024-03-09T09:00:00,Karnataka,Hubballi-Dharwad,Dharwad Town PS,KA34226,Dharwad District & Sessions Court,Farhan Verma,Rahul Gowda,,,
Zero FIR,Heinous,Report Beece (B-Report),Karnataka,Hubballi-Dharwad,Dharwad District & Sessions Court,Police Station,Dharwad Town PS,KA34226,Nikhil Singh,Constable,SHO,1970-02-06,Male,AB Negative,0,2009-03-01,814236106202400014,202400014,2024-03-02,"On 27-02-2024, a case of Robbery was reported at Dharwad Town PS, Hubballi-Dharwad district.",2024-02-27T23:00:00,2024-02-28T02:00:00,2024-02-28T12:00:00,15.4363,74.9338,"Incident occurred near coordinates 15.4363, 74.9338 within jurisdiction of Dharwad Town PS.",Property Crimes,Robbery,IPC,Indian Penal Code,IPC,392,Punishment for robbery,1,1,,,,,,,,,,0,Rahul Gowda,28,Female,A2,,,,,,,,,,,,
FIR,Heinous,Under Investigation,Karnataka,Mandya,Mandya District & Sessions Court,Police Station,Mandya Town PS,KA87719,Esha Verma,Inspector,Investigating Officer,1987-12-22,Male,AB Negative,0,2009-12-01,176737120202400015,202400015,2024-07-25,"On 20-07-2024, a case of Robbery was reported at Mandya Town PS, Mandya district.",2024-07-20T19:00:00,2024-07-21T00:00:00,2024-07-21T19:00:00,12.4957,76.9368,"Incident occurred near coordinates 12.4957, 76.9368 within jurisdiction of Mandya Town PS.",Property Crimes,Robbery,IPC,Indian Penal Code,IPC,392,Punishment for robbery,1,1,Isha Singh,64,Private Employee,Hindu,General,Male,Isha Gowda,75,Female,0,Esha Hegde,58,Transgender,A1,1.0,2024-08-01T04:00:00,Karnataka,Mandya,Mandya Town PS,KA87719,Mandya District & Sessions Court,Esha Hegde,,,,
PAR,Heinous,Chargesheet Filed,Karnataka,Bidar,Bidar District & Sessions Court,Police Station,Bidar Town PS,KA24722,Ananya Joshi,Head Constable,Circle Inspector,1976-03-07,Female,O Negative,0,2014-09-13,353998332202500016,202500016,2022-07-28,"On 23-07-2022, a case of Drug Offence was reported at Bidar Town PS, Bidar district.",2022-07-23T23:00:00,2022-07-24T07:00:00,2022-07-24T22:00:00,17.9023,77.5661,"Incident occurred near coordinates 17.9023, 77.5661 within jurisdiction of Bidar Town PS.",Narcotics,Drug Offence,NDPS,"Narcotic Drugs and Psychotropic Substances Act, 1985",NDPS,20,Punishment for cannabis-related offences,1,1,Bhavya Singh,64,Private Employee,Hindu,General,Male,Esha Verma,39,Transgender,0,Divya Sharma,28,Female,A1,1.0,2022-08-04T07:00:00,Karnataka,Bidar,Bidar Town PS,KA24722,Bidar District & Sessions Court,Divya Sharma,,2022-08-31T07:00:00,B,KA24722
UDR,Heinous,Under Investigation,Karnataka,Vijayapura,Vijayapura District & Sessions Court,Police Station,Vijayapura Town PS,KA86701,Nikhil Deshmukh,Deputy Superintendent,Station Writer,1975-10-24,Female,AB Positive,0,2007-09-19,228249245202300017,202300017,2025-02-24,"On 20-02-2025, a case of Robbery was reported at Vijayapura Town PS, Vijayapura district.",2025-02-20T01:00:00,2025-02-20T07:00:00,2025-02-20T18:00:00,16.8172,75.755,"Incident occurred near coordinates 16.8172, 75.755 within jurisdiction of Vijayapura Town PS.",Property Crimes,Robbery,IPC,Indian Penal Code,IPC,392,Punishment for robbery,1,1,Manish Verma,67,Private Employee,Hindu,General,Transgender,Rahul Nair,32,Transgender,0,Siddharth Bhat,,Female,A1,1.0,2025-03-03T07:00:00,Karnataka,Vijayapura,Vijayapura Town PS,KA86701,Vijayapura District & Sessions Court,Siddharth Bhat,Pooja Kumar,,,
UDR,Heinous,Under Investigation,Karnataka,Vijayapura,Vijayapura District & Sessions Court,Police Station,Vijayapura Town PS,KA86701,Nikhil Deshmukh,Constable,Station Writer,1989-10-28,Male,O Positive,0,2020-05-14,228249245202300017,202300017,2025-02-24,"On 20-02-2025, a case of Robbery was reported at Vijayapura Town PS, Vijayapura district.",2025-02-20T01:00:00,2025-02-20T07:00:00,2025-02-20T18:00:00,16.8172,75.755,"Incident occurred near coordinates 16.8172, 75.755 within jurisdiction of Vijayapura Town PS.",Property Crimes,Robbery,IPC,Indian Penal Code,IPC,392,Punishment for robbery,1,1,,,,,,,,,,0,Pooja Kumar,,Male,A2,,,,,,,,,,,,
Zero FIR,Heinous,Report Beece (B-Report),Karnataka,Hubballi-Dharwad,Dharwad District & Sessions Court,Police Station,Dharwad Town PS,KA84390,Tanvi Nair,Constable,Investigating Officer,1976-06-28,Male,B Positive,0,2013-09-07,889162973202200018,202200018,2023-03-02,"On 27-02-2023, a case of Theft was reported at Dharwad Town PS, Hubballi-Dharwad district.",2023-02-27T04:00:00,2023-02-27T09:00:00,2023-02-28T00:00:00,15.4454,75.0176,"Incident occurred near coordinates 15.4454, 75.0176 within jurisdiction of Dharwad Town PS.",Property Crimes,Theft,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Kavya Patil,46,Private Employee,Hindu,General,Male,Manish Hegde,71,Female,0,Divya Singh,28,Transgender,A1,1.0,2023-03-09T10:00:00,Karnataka,Hubballi-Dharwad,Dharwad Town PS,KA84390,Dharwad District & Sessions Court,Divya Singh,"Isha Singh,Nikhil Reddy",,,
Zero FIR,Heinous,Report Beece (B-Report),Karnataka,Hubballi-Dharwad,Dharwad District & Sessions Court,Police Station,Dharwad Town PS,KA84390,Tanvi Nair,Sub-Inspector,Investigating Officer,1974-11-02,Female,B Negative,0,2005-05-14,889162973202200018,202200018,2023-03-02,"On 27-02-2023, a case of Theft was reported at Dharwad Town PS, Hubballi-Dharwad district.",2023-02-27T04:00:00,2023-02-27T09:00:00,2023-02-28T00:00:00,15.4454,75.0176,"Incident occurred near coordinates 15.4454, 75.0176 within jurisdiction of Dharwad Town PS.",Property Crimes,Theft,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,,,,,,,,,,0,Isha Singh,,Male,A2,,,,,,,,,,,,
Zero FIR,Heinous,Report Beece (B-Report),Karnataka,Hubballi-Dharwad,Dharwad District & Sessions Court,Police Station,Dharwad Town PS,KA84390,Tanvi Nair,Sub-Inspector,SHO,1991-01-02,Female,AB Positive,0,2006-02-05,889162973202200018,202200018,2023-03-02,"On 27-02-2023, a case of Theft was reported at Dharwad Town PS, Hubballi-Dharwad district.",2023-02-27T04:00:00,2023-02-27T09:00:00,2023-02-28T00:00:00,15.4454,75.0176,"Incident occurred near coordinates 15.4454, 75.0176 within jurisdiction of Dharwad Town PS.",Property Crimes,Theft,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,,,,,,,,,,0,Nikhil Reddy,,Transgender,A3,,,,,,,,,,,,
