case_category,gravity_offence,case_status,state,district,court,unit_type,unit,officer_kgid,officer_name,officer_rank,officer_designation,officer_dob,officer_gender,officer_blood_group,officer_physically_challenged,officer_appointment_date,crime_no,case_no,registered_date,brief_facts,incident_from_date,incident_to_date,info_received_date,latitude,longitude,occurrence_brief_facts,crime_group_name,crime_head_name,act_code,act_description,short_name,section_code,section_description,act_order,section_order,complainant_name,complainant_age,complainant_occupation,complainant_religion,complainant_caste,complainant_gender,victim_name,victim_age,victim_gender,victim_police,accused_name,accused_age,accused_gender,accused_person_id,arrest_type,arrest_date,arrest_state,arrest_district,arrest_station,arrest_io_kgid,arrest_court,arrest_primary_accused_name,arrest_joint_accused_names,chargesheet_date,chargesheet_type,chargesheet_officer_kgid
PAR,Non-Heinous,Report Beece (B-Report),Karnataka,Mandya,Mandya District & Sessions Court,Police Station,Mandya Town PS,KA11393,Rajesh Bhat,Inspector,Circle Inspector,1997-08-23,Male,AB Positive,0,2017-12-01,393714114202600009,202600009,2024-09-27,"On 26-09-2024, a case of Dark Web Crime was reported at Mandya Town PS, Mandya district.",2024-09-26T17:00:00,2024-09-26T23:00:00,2024-09-26T19:00:00,12.5121,76.8271,"Incident occurred near coordinates 12.5121, 76.8271 within jurisdiction of Mandya Town PS.",Cyber Crime,Dark Web Crime,ITA,"Information Technology Act, 2000",IT Act,67,Publishing/transmitting obscene material electronically,1,1,,,,,,,,,,0,Suresh Verma,,Female,A3,,,,,,,,,,,,
PAR,Heinous,Undetected,Karnataka,Shivamogga,Shivamogga District & Sessions Court,Police Station,Shivamogga Town PS,KA15605,Hari Shetty,Deputy Superintendent,Circle Inspector,1989-04-22,Female,AB Negative,0,2005-08-22,344849697202600010,202600010,2024-11-28,"On 23-11-2024, a case of Burglary was reported at Shivamogga Town PS, Shivamogga district.",2024-11-23T05:00:00,2024-11-23T09:00:00,2024-11-23T07:00:00,13.9701,75.5518,"Incident occurred near coordinates 13.9701, 75.5518 within jurisdiction of Shivamogga Town PS.",Property Crimes,Burglary,IPC,Indian Penal Code,IPC,457,Lurking house-trespass or house-breaking by night,1,1,Ananya Shetty,29,Private Employee,Hindu,General,Male,Hari Verma,21,Transgender,0,Aditi Kulkarni,75,Male,A1,,,,,,,,,,,,
UDR,Non-Heinous,Undetected,Karnataka,Mysuru,Mysuru District & Sessions Court,Police Station,Saraswathipuram PS,KA42382,Dev Kamath,Head Constable,Investigating Officer,1987-02-01,Male,B Positive,0,2015-03-11,279531900202300011,202300011,2025-03-24,"On 18-03-2025, a case of Drug Offence was reported at Saraswathipuram PS, Mysuru district.",2025-03-18T20:00:00,2025-03-18T21:00:00,2025-03-19T15:00:00,12.2244,76.6205,"Incident occurred near coordinates 12.2244, 76.6205 within jurisdiction of Saraswathipuram PS.",Narcotics,Drug Offence,NDPS,"Narcotic Drugs and Psychotropic Substances Act, 1985",NDPS,20,Punishment for cannabis-related offences,1,1,Ananya Das,61,Private Employee,Hindu,General,Male,Suresh Shetty,39,Male,0,Ananya Das,,Male,A1,,,,,,,,,,,,
UDR,Heinous,Undetected,Karnataka,Mysuru,Mysuru District & Sessions Court,Police Station,Saraswathipuram PS,KA42382,Dev Kamath,Head Constable,Investigating Officer,1974-08-23,Female,A Negative,0,2011-10-20,279531900202300011,202300011,2025-03-24,"On 18-03-2025, a case of Drug Offence was reported at Saraswathipuram PS, Mysuru district.",2025-03-18T20:00:00,2025-03-18T21:00:00,2025-03-19T15:00:00,12.2244,76.6205,"Incident occurred near coordinates 12.2244, 76.6205 within jurisdiction of Saraswathipuram PS.",Narcotics,Drug Offence,NDPS,"Narcotic Drugs and Psychotropic Substances Act, 1985",NDPS,20,Punishment for cannabis-related offences,1,1,,,,,,,,,,0,Pooja Hegde,,Transgender,A2,,,,,,,,,,,,
Zero FIR,Heinous,Chargesheet Filed,Karnataka,Davangere,Davangere District & Sessions Court,Police Station,Davangere Extension PS,KA46590,Manish Shetty,Sub-Inspector,SHO,1979-01-16,Female,O Positive,1,2018-09-15,877439703202300012,202300012,2024-08-17,"On 14-08-2024, a case of Burglary was reported at Davangere Extension PS, Davangere district.",2024-08-14T12:00:00,2024-08-14T13:00:00,2024-08-15T00:00:00,14.3852,75.8827,"Incident occurred near coordinates 14.3852, 75.8827 within jurisdiction of Davangere Extension PS.",Property Crimes,Burglary,IPC,Indian Penal Code,IPC,457,Lurking house-trespass or house-breaking by night,1,1,Chirag Patil,44,Private Employee,Hindu,General,Transgender,Dev Verma,75,Transgender,0,Nikhil Shetty,42,Female,A1,1.0,2024-08-24T22:00:00,Karnataka,Davangere,Davangere Extension PS,KA46590,Davangere District & Sessions Court,Nikhil Shetty,,2024-10-10T22:00:00,B,KA46590
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Chikkamagaluru,Chikkamagaluru District & Sessions Court,Police Station,Chikkamagaluru PS,KA86655,Aarav Hegde,Sub-Inspector,Station Writer,1972-01-21,Female,B Positive,1,2020-01-03,122655631202300013,202300013,2024-03-01,"On 26-02-2024, a case of Cryptocurrency Crime was reported at Chikkamagaluru PS, Chikkamagaluru district.",2024-02-26T02:00:00,2024-02-26T07:00:00,2024-02-27T02:00:00,13.3884,75.7659,"Incident occurred near coordinates 13.3884, 75.7659 within jurisdiction of Chikkamagaluru PS.",Cyber Crime,Cryptocurrency Crime,ITA,"Information Technology Act, 2000",IT Act,66D,Cheating by personation using a computer resource,1,1,Deepak Reddy,55,Private Employee,Hindu,General,Male,Divya Gowda,45,Female,0,Gautam Singh,,Male,A1,1.0,2024-03-08T13:00:00,Karnataka,Chikkamagaluru,Chikkamagaluru PS,KA86655,Chikkamagaluru District & Sessions Court,Gautam Singh,,2024-04-17T13:00:00,A,KA86655
PAR,Non-Heinous,Report Beece (B-Report),Karnataka,Mangaluru,Dakshina Kannada District & Sessions Court,Police Station,Mangaluru Town PS,KA48593,Kavya Naik,Sub-Inspector,Investigating Officer,1982-05-18,Female,AB Negative,0,2011-01-06,398881910202500014,202500014,2025-10-05,"On 01-10-2025, a case of Cheating was reported at Mangaluru Town PS, Mangaluru district.",2025-10-01T00:00:00,2025-10-01T02:00:00,2025-10-01T21:00:00,12.9379,74.9302,"Incident occurred near coordinates 12.9379, 74.9302 within jurisdiction of Mangaluru Town PS.",Financial Crime,Cheating,IPC,Indian Penal Code,IPC,420,Cheating and dishonestly inducing delivery of property,1,1,Farhan Joshi,61,Private Employee,Hindu,General,Female,Sunil Bhat,26,Transgender,0,Sanjay Pai,,Male,A1,1.0,2025-10-12T03:00:00,Karnataka,Mangaluru,Mangaluru Town PS,KA48593,Dakshina Kannada District & Sessions Court,Sanjay Pai,"Hari Singh,Aarav Verma",,,
PAR,Heinous,Report Beece (B-Report),Karnataka,Mangaluru,Dakshina Kannada District & Sessions Court,Police Station,Mangaluru Town PS,KA48593,Kavya Naik,Constable,SHO,1993-08-13,Male,B Negative,1,2001-04-19,398881910202500014,202500014,2025-10-05,"On 01-10-2025, a case of Cheating was reported at Mangaluru Town PS, Mangaluru district.",2025-10-01T00:00:00,2025-10-01T02:00:00,2025-10-01T21:00:00,12.9379,74.9302,"Incident occurred near coordinates 12.9379, 74.9302 within jurisdiction of Mangaluru Town PS.",Financial Crime,Cheating,IPC,Indian Penal Code,IPC,420,Cheating and dishonestly inducing delivery of property,1,1,,,,,,,,,,0,Hari Singh,,Male,A2,,,,,,,,,,,,
PAR,Heinous,Report Beece (B-Report),Karnataka,Mangaluru,Dakshina Kannada District & Sessions Court,Police Station,Mangaluru Town PS,KA48593,Kavya Naik,Head Constable,Investigating Officer,1971-05-28,Male,B Negative,0,2009-10-04,398881910202500014,202500014,2025-10-05,"On 01-10-2025, a case of Cheating was reported at Mangaluru Town PS, Mangaluru district.",2025-10-01T00:00:00,2025-10-01T02:00:00,2025-10-01T21:00:00,12.9379,74.9302,"Incident occurred near coordinates 12.9379, 74.9302 within jurisdiction of Mangaluru Town PS.",Financial Crime,Cheating,IPC,Indian Penal Code,IPC,420,Cheating and dishonestly inducing delivery of property,1,1,,,,,,,,,,0,Aarav Verma,,Male,A3,,,,,,,,,,,,
FIR,Non-Heinous,Undetected,Karnataka,Bengaluru Urban,"Principal City Civil & Sessions Court, Bengaluru",Police Station,Bengaluru City PS,KA21358,Priya Deshmukh,Sub-Inspector,Investigating Officer,1996-06-18,Female,B Negative,0,2019-02-08,151133406202600015,202600015,2025-04-23,"On 19-04-2025, a case of Dark Web Crime was reported at Bengaluru City PS, Bengaluru Urban district.",2025-04-19T18:00:00,2025-04-19T21:00:00,2025-04-20T17:00:00,12.9172,77.6339,"Incident occurred near coordinates 12.9172, 77.6339 within jurisdiction of Bengaluru City PS.",Cyber Crime,Dark Web Crime,ITA,"Information Technology Act, 2000",IT Act,67,Publishing/transmitting obscene material electronically,1,1,Ananya Singh,76,Private Employee,Hindu,General,Male,Gautam Deshmukh,6,Male,0,Rajesh Nair,30,Transgender,A1,,,,,,,,,,,,
FIR,Heinous,Undetected,Karnataka,Bengaluru Urban,"Principal City Civil & Sessions Court, Bengaluru",Police Station,Bengaluru City PS,KA21358,Priya Deshmukh,Head Constable,SHO,1998-01-16,Male,AB Positive,0,2009-08-05,151133406202600015,202600015,2025-04-23,"On 19-04-2025, a case of Dark Web Crime was reported at Bengaluru City PS, Bengaluru Urban district.",2025-04-19T18:00:00,2025-04-19T21:00:00,2025-04-20T17:00:00,12.9172,77.6339,"Incident occurred near coordinates 12.9172, 77.6339 within jurisdiction of Bengaluru City PS.",Cyber Crime,Dark Web Crime,ITA,"Information Technology Act, 2000",IT Act,67,Publishing/transmitting obscene material electronically,1,1,,,,,,,,,,0,Farhan Joshi,71,Female,A2,,,,,,,,,,,,
UDR,Heinous,Report Beece (B-Report),Karnataka,Ballari,Ballari District & Sessions Court,Police Station,Ballari City PS,KA33425,Aarav Rao,Head Constable,SHO,1981-02-08,Male,A Positive,0,2009-11-20,214952986202600016,202600016,2023-02-19,"On 14-02-2023, a case of Robbery was reported at Ballari City PS, Ballari district.",2023-02-14T13:00:00,2023-02-14T14:00:00,2023-02-14T21:00:00,15.0964,76.9052,"Incident occurred near coordinates 15.0964, 76.9052 within jurisdiction of Ballari City PS.",Property Crimes,Robbery,IPC,Indian Penal Code,IPC,392,Punishment for robbery,1,1,Gautam Pai,42,Private Employee,Hindu,General,Transgender,Suresh Pai,55,Male,0,Chirag Sharma,70,Male,A1,1.0,2023-02-26T18:00:00,Karnataka,Ballari,Ballari City PS,KA33425,Ballari District & Sessions Court,Chirag Sharma,,,,
FIR,Non-Heinous,Undetected,Karnataka,Mandya,Mandya District & Sessions Court,Police Station,Mandya Town PS,KA92693,Aditi Joshi,Constable,Investigating Officer,1982-02-18,Male,AB Negative,1,2013-02-09,174396350202400017,202400017,2025-01-01,"On 29-12-2024, a case of Robbery was reported at Mandya Town PS, Mandya district.",2024-12-29T01:00:00,2024-12-29T02:00:00,2024-12-29T06:00:00,12.5003,76.8863,"Incident occurred near coordinates 12.5003, 76.8863 within jurisdiction of Mandya Town PS.",Property Crimes,Robbery,IPC,Indian Penal Code,IPC,392,Punishment for robbery,1,1,Priya Nair,32,Private Employee,Hindu,General,Female,Farhan Deshmukh,62,Male,0,Pooja Reddy,,Female,A1,,,,,,,,,,,,
FIR,Heinous,Chargesheet Filed,Karnataka,Bengaluru Rural,Bengaluru Rural District & Sessions Court,Police Station,Bengaluru Rural PS,KA23115,Esha Kumar,Sub-Inspector,Station Writer,1995-11-22,Male,AB Positive,1,2002-11-11,173318799202200018,202200018,2023-04-30,"On 25-04-2023, a case of Murder was reported at Bengaluru Rural PS, Bengaluru Rural district.",2023-04-25T08:00:00,2023-04-25T11:00:00,2023-04-25T18:00:00,13.2817,77.5212,"Incident occurred near coordinates 13.2817, 77.5212 within jurisdiction of Bengaluru Rural PS.",Crimes Against Body,Murder,IPC,Indian Penal Code,IPC,302,Punishment for murder,1,1,Deepak Shetty,30,Private Employee,Hindu,General,Female,Kavya Shenoy,65,Male,0,Anil Kulkarni,,Male,A1,1.0,2023-05-07T14:00:00,Karnataka,Bengaluru Rural,Bengaluru Rural PS,KA23115,Bengaluru Rural District & Sessions Court,Anil Kulkarni,,2023-06-27T14:00:00,A,KA23115
UDR,Heinous,Report Beece (B-Report),Karnataka,Udupi,Udupi District & Sessions Court,Police Station,Udupi Town PS,KA27831,Dev Shetty,Deputy Superintendent,Station Writer,1973-08-26,Female,B Positive,1,2017-04-09,214477156202600019,202600019,2022-09-08,"On 06-09-2022, a case of Theft was reported at Udupi Town PS, Udupi district.",2022-09-06T21:00:00,2022-09-07T03:00:00,2022-09-07T00:00:00,13.3893,74.765,"Incident occurred near coordinates 13.3893, 74.765 within jurisdiction of Udupi Town PS.",Property Crimes,Theft,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Hari Rao,36,Private Employee,Hindu,General,Male,Meena Joshi,20,Female,0,Ananya Reddy,,Transgender,A1,1.0,2022-09-15T09:00:00,Karnataka,Udupi,Udupi Town PS,KA27831,Udupi District & Sessions Court,Ananya Reddy,,,,
Zero FIR,Heinous,Under Investigation,Karnataka,Ramanagara,Ramanagara District & Sessions Court,Police Station,Ramanagara Town PS,KA18301,Sunil Shenoy,Sub-Inspector,Investigating Officer,1997-10-17,Female,AB Negative,0,2013-11-19,852148163202200020,202200020,2022-08-27,"On 25-08-2022, a case of Dark Web Crime was reported at Ramanagara Town PS, Ramanagara district.",2022-08-25T16:00:00,2022-08-25T17:00:00,2022-08-26T09:00:00,12.6659,77.2315,"Incident occurred near coordinates 12.6659, 77.2315 within jurisdiction of Ramanagara Town PS.",Cyber Crime,Dark Web Crime,ITA,"Information Technology Act, 2000",IT Act,67,Publishing/transmitting obscene material electronically,1,1,Anil Verma,68,Private Employee,Hindu,General,Male,Esha Sharma,36,Female,0,Rajesh Bhat,,Female,A1,1.0,2022-09-03T00:00:00,Karnataka,Ramanagara,Ramanagara Town PS,KA18301,Ramanagara District & Sessions Court,Rajesh Bhat,,,,
