case_category,gravity_offence,case_status,state,district,court,unit_type,unit,officer_kgid,officer_name,officer_rank,officer_designation,officer_dob,officer_gender,officer_blood_group,officer_physically_challenged,officer_appointment_date,crime_no,case_no,registered_date,brief_facts,incident_from_date,incident_to_date,info_received_date,latitude,longitude,occurrence_brief_facts,crime_group_name,crime_head_name,act_code,act_description,short_name,section_code,section_description,act_order,section_order,complainant_name,complainant_age,complainant_occupation,complainant_religion,complainant_caste,complainant_gender,victim_name,victim_age,victim_gender,victim_police,accused_name,accused_age,accused_gender,accused_person_id,arrest_type,arrest_date,arrest_state,arrest_district,arrest_station,arrest_io_kgid,arrest_court,arrest_primary_accused_name,arrest_joint_accused_names,chargesheet_date,chargesheet_type,chargesheet_officer_kgid
PAR,Non-Heinous,Report Beece (B-Report),Karnataka,Mandya,Mandya District & Sessions Court,Police Station,Mandya Town PS,KA82951,Rajesh Gowda,Head Constable,Station Writer,1989-01-13,Male,A Positive,0,2003-10-25,311275046202400009,202400009,2022-04-12,"On 06-04-2022, a case of Money Laundering was reported at Mandya Town PS, Mandya district.",2022-04-06T19:00:00,2022-04-06T23:00:00,2022-04-07T18:00:00,12.5136,76.8294,"Incident occurred near coordinates 12.5136, 76.8294 within jurisdiction of Mandya Town PS.",Financial Crime,Money Laundering,PMLA,"Prevention of Money Laundering Act, 2002",PMLA,3,Offence of money laundering,1,1,Esha Kulkarni,57,Private Employee,Hindu,General,Male,Abhishek Singh,7,Female,0,Aarav Rao,,Transgender,A1,1.0,2022-04-19T00:00:00,Karnataka,Mandya,Mandya Town PS,KA82951,Mandya District & Sessions Court,Aarav Rao,,,,
UDR,Heinous,Undetected,Karnataka,Kolar,Kolar District & Sessions Court,Police Station,Kolar Town PS,KA16950,Isha Rao,Constable,SHO,1981-07-15,Male,A Positive,0,2002-04-03,292416958202300010,202300010,2024-08-08,"On 03-08-2024, a case of Burglary was reported at Kolar Town PS, Kolar district.",2024-08-03T05:00:00,2024-08-03T12:00:00,2024-08-03T23:00:00,13.1715,78.1194,"Incident occurred near coordinates 13.1715, 78.1194 within jurisdiction of Kolar Town PS.",Property Crimes,Burglary,IPC,Indian Penal Code,IPC,457,Lurking house-trespass or house-breaking by night,1,1,Deepak Pai,32,Private Employee,Hindu,General,Male,Sunil Hegde,31,Male,0,Bhavya Shenoy,36,Transgender,A1,,,,,,,,,,,,
PAR,Non-Heinous,Undetected,Karnataka,Kalaburagi,Kalaburagi District & Sessions Court,Police Station,Kalaburagi City PS,KA30290,Ananya Gowda,Inspector,Station Writer,1981-07-13,Male,AB Negative,1,2011-02-20,321204704202200011,202200011,2025-01-29,"On 24-01-2025, a case of Dark Web Crime was reported at Kalaburagi City PS, Kalaburagi district.",2025-01-24T01:00:00,2025-01-24T04:00:00,2025-01-25T01:00:00,17.361,76.9131,"Incident occurred near coordinates 17.361, 76.9131 within jurisdiction of Kalaburagi City PS.",Cyber Crime,Dark Web Crime,ITA,"Information Technology Act, 2000",IT Act,67,Publishing/transmitting obscene material electronically,1,1,Sunil Pai,55,Private Employee,Hindu,General,Female,Hari Patil,12,Male,0,Esha Reddy,,Transgender,A1,,,,,,,,,,,,
FIR,Non-Heinous,Report Beece (B-Report),Karnataka,Mangaluru,Dakshina Kannada District & Sessions Court,Police Station,Mangaluru Town PS,KA89284,Divya Naik,Sub-Inspector,SHO,1982-08-07,Female,B Negative,0,2007-10-08,173147364202400012,202400012,2024-07-21,"On 18-07-2024, a case of Theft was reported at Mangaluru Town PS, Mangaluru district.",2024-07-18T14:00:00,2024-07-18T22:00:00,2024-07-18T18:00:00,12.991,74.849,"Incident occurred near coordinates 12.991, 74.849 within jurisdiction of Mangaluru Town PS.",Property Crimes,Theft,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Meena Shenoy,55,Private Employee,Hindu,General,Transgender,Suresh Patil,51,Male,0,Gautam Das,29,Transgender,A1,1.0,2024-07-28T16:00:00,Karnataka,Mangaluru,Mangaluru Town PS,KA89284,Dakshina Kannada District & Sessions Court,Gautam Das,,,,
FIR,Non-Heinous,Under Investigation,Karnataka,Bidar,Bidar District & Sessions Court,Police Station,Bidar Town PS,KA92903,Farhan Rao,Sub-Inspector,Station Writer,1984-01-16,Female,B Negative,0,2020-05-21,166885315202400013,202400013,2023-05-18,"On 13-05-2023, a case of Cryptocurrency Crime was reported at Bidar Town PS, Bidar district.",2023-05-13T04:00:00,2023-05-13T05:00:00,2023-05-13T20:00:00,17.9009,77.4557,"Incident occurred near coordinates 17.9009, 77.4557 within jurisdiction of Bidar Town PS.",Cyber Crime,Cryptocurrency Crime,ITA,"Information Technology Act, 2000",IT Act,66D,Cheating by personation using a computer resource,1,1,Meena Hegde,69,Private Employee,Hindu,General,Male,Abhishek Bhat,65,Transgender,0,Manish Rao,,Male,A1,1.0,2023-05-25T16:00:00,Karnataka,Bidar,Bidar Town PS,KA92903,Bidar District & Sessions Court,Manish Rao,Pooja Hegde,,,
FIR,Heinous,Under Investigation,Karnataka,Bidar,Bidar District & Sessions Court,Police Station,Bidar Town PS,KA92903,Farhan Rao,Sub-Inspector,Station Writer,1991-06-02,Male,O Negative,0,2014-08-05,166885315202400013,202400013,2023-05-18,"On 13-05-2023, a case of Cryptocurrency Crime was reported at Bidar Town PS, Bidar district.",2023-05-13T04:00:00,2023-05-13T05:00:00,2023-05-13T20:00:00,17.9009,77.4557,"Incident occurred near coordinates 17.9009, 77.4557 within jurisdiction of Bidar Town PS.",Cyber Crime,Cryptocurrency Crime,ITA,"Information Technology Act, 2000",IT Act,66D,Cheating by personation using a computer resource,1,1,,,,,,,,,,0,Pooja Hegde,,Female,A2,,,,,,,,,,,,
UDR,Heinous,Under Investigation,Karnataka,Vijayapura,Vijayapura District & Sessions Court,Police Station,Vijayapura Town PS,KA87499,Siddharth Shetty,Deputy Superintendent,Circle Inspector,1980-12-19,Male,O Positive,0,2001-08-14,289357762202300014,202300014,2022-04-22,"On 19-04-2022, a case of Burglary was reported at Vijayapura Town PS, Vijayapura district.",2022-04-19T20:00:00,2022-04-20T03:00:00,2022-04-20T09:00:00,16.8495,75.7894,"Incident occurred near coordinates 16.8495, 75.7894 within jurisdiction of Vijayapura Town PS.",Property Crimes,Burglary,IPC,Indian Penal Code,IPC,457,Lurking house-trespass or house-breaking by night,1,1,Gautam Patil,60,Private Employee,Hindu,General,Male,Anil Bhat,69,Transgender,0,Rahul Sharma,69,Female,A1,1.0,2022-04-29T07:00:00,Karnataka,Vijayapura,Vijayapura Town PS,KA87499,Vijayapura District & Sessions Court,Rahul Sharma,,,,
Zero FIR,Non-Heinous,Under Investigation,Karnataka,Udupi,Udupi District & Sessions Court,Police Station,Udupi Town PS,KA21256,Farhan Das,Head Constable,Station Writer,1994-07-01,Male,B Negative,0,2013-03-20,883385744202200015,202200015,2023-08-20,"On 17-08-2023, a case of Murder was reported at Udupi Town PS, Udupi district.",2023-08-17T08:00:00,2023-08-17T13:00:00,2023-08-17T16:00:00,13.3773,74.706,"Incident occurred near coordinates 13.3773, 74.706 within jurisdiction of Udupi Town PS.",Crimes Against Body,Murder,IPC,Indian Penal Code,IPC,302,Punishment for murder,1,1,Pooja Gowda,22,Private Employee,Hindu,General,Male,Sanjay Kumar,63,Male,0,Sunil Kamath,,Female,A1,1.0,2023-08-27T09:00:00,Karnataka,Udupi,Udupi Town PS,KA21256,Udupi District & Sessions Court,Sunil Kamath,,,,
PAR,Non-Heinous,Undetected,Karnataka,Vijayapura,Vijayapura District & Sessions Court,Police Station,Vijayapura Town PS,KA60656,Siddharth Singh,Inspector,SHO,1984-06-28,Female,A Positive,0,2017-02-11,332839517202500016,202500016,2025-03-06,"On 02-03-2025, a case of Cyber Crime was reported at Vijayapura Town PS, Vijayapura district.",2025-03-02T10:00:00,2025-03-02T17:00:00,2025-03-03T00:00:00,16.7554,75.7377,"Incident occurred near coordinates 16.7554, 75.7377 within jurisdiction of Vijayapura Town PS.",Cyber Crime,Cyber Crime,ITA,"Information Technology Act, 2000",IT Act,66C,Identity theft using computer resource,1,1,Isha Kumar,41,Private Employee,Hindu,General,Male,Priya Patil,7,Female,0,Pooja Verma,,Male,A1,,,,,,,,,,,,
FIR,Heinous,Undetected,Karnataka,Bidar,Bidar District & Sessions Court,Police Station,Bidar Town PS,KA18138,Priya Kulkarni,Constable,SHO,1984-10-23,Female,B Positive,0,2007-04-27,120422395202500017,202500017,2023-02-23,"On 20-02-2023, a case of Money Laundering was reported at Bidar Town PS, Bidar district.",2023-02-20T12:00:00,2023-02-20T19:00:00,2023-02-20T18:00:00,17.9128,77.4994,"Incident occurred near coordinates 17.9128, 77.4994 within jurisdiction of Bidar Town PS.",Financial Crime,Money Laundering,PMLA,"Prevention of Money Laundering Act, 2002",PMLA,3,Offence of money laundering,1,1,Dev Kumar,53,Private Employee,Hindu,General,Male,Bhavya Sharma,50,Female,0,Suresh Singh,32,Female,A1,,,,,,,,,,,,
Zero FIR,Heinous,Under Investigation,Karnataka,Ramanagara,Ramanagara District & Sessions Court,Police Station,Ramanagara Town PS,KA72628,Sunil Sharma,Inspector,Station Writer,1997-12-26,Male,B Positive,0,2005-08-15,836662142202300018,202300018,2024-01-06,"On 04-01-2024, a case of Robbery was reported at Ramanagara Town PS, Ramanagara district.",2024-01-04T08:00:00,2024-01-04T09:00:00,2024-01-04T13:00:00,12.7419,77.2775,"Incident occurred near coordinates 12.7419, 77.2775 within jurisdiction of Ramanagara Town PS.",Property Crimes,Robbery,IPC,Indian Penal Code,IPC,392,Punishment for robbery,1,1,Bhavya Sharma,57,Private Employee,Hindu,General,Female,Aditi Naik,20,Female,0,Deepak Das,36,Female,A1,1.0,2024-01-13T10:00:00,Karnataka,Ramanagara,Ramanagara Town PS,KA72628,Ramanagara District & Sessions Court,Deepak Das,,,,
FIR,Non-Heinous,Under Investigation,Karnataka,Mangaluru,Dakshina Kannada District & Sessions Court,Police Station,Mangaluru Town PS,KA47222,Tanvi Joshi,Sub-Inspector,Investigating Officer,1982-07-04,Male,B Positive,0,2014-08-01,194884337202300019,202300019,2022-01-10,"On 09-01-2022, a case of Dark Web Crime was reported at Mangaluru Town PS, Mangaluru district.",2022-01-09T07:00:00,2022-01-09T09:00:00,2022-01-09T13:00:00,12.9256,74.7795,"Incident occurred near coordinates 12.9256, 74.7795 within jurisdiction of Mangaluru Town PS.",Cyber Crime,Dark Web Crime,ITA,"Information Technology Act, 2000",IT Act,67,Publishing/transmitting obscene material electronically,1,1,Bhavya Naik,57,Private Employee,Hindu,General,Female,Hari Kulkarni,62,Transgender,0,Rahul Verma,,Female,A1,1.0,2022-01-17T11:00:00,Karnataka,Mangaluru,Mangaluru Town PS,KA47222,Dakshina Kannada District & Sessions Court,Rahul Verma,"Isha Das,Abhishek Patil",,,
FIR,Non-Heinous,Under Investigation,Karnataka,Mangaluru,Dakshina Kannada District & Sessions Court,Police Station,Mangaluru Town PS,KA47222,Tanvi Joshi,Head Constable,Circle Inspector,1998-03-06,Female,O Negative,1,2009-07-20,194884337202300019,202300019,2022-01-10,"On 09-01-2022, a case of Dark Web Crime was reported at Mangaluru Town PS, Mangaluru district.",2022-01-09T07:00:00,2022-01-09T09:00:00,2022-01-09T13:00:00,12.9256,74.7795,"Incident occurred near coordinates 12.9256, 74.7795 within jurisdiction of Mangaluru Town PS.",Cyber Crime,Dark Web Crime,ITA,"Information Technology Act, 2000",IT Act,67,Publishing/transmitting obscene material electronically,1,1,,,,,,,,,,0,Isha Das,,Female,A2,,,,,,,,,,,,
FIR,Heinous,Under Investigation,Karnataka,Mangaluru,Dakshina Kannada District & Sessions Court,Police Station,Mangaluru Town PS,KA47222,Tanvi Joshi,Constable,Investigating Officer,1996-03-20,Female,B Positive,0,2002-01-20,194884337202300019,202300019,2022-01-10,"On 09-01-2022, a case of Dark Web Crime was reported at Mangaluru Town PS, Mangaluru district.",2022-01-09T07:00:00,2022-01-09T09:00:00,2022-01-09T13:00:00,12.9256,74.7795,"Incident occurred near coordinates 12.9256, 74.7795 within jurisdiction of Mangaluru Town PS.",Cyber Crime,Dark Web Crime,ITA,"Information Technology Act, 2000",IT Act,67,Publishing/transmitting obscene material electronically,1,1,,,,,,,,,,0,Abhishek Patil,,Female,A3,,,,,,,,,,,,
UDR,Heinous,Under Investigation,Karnataka,Bengaluru Rural,Bengaluru Rural District & Sessions Court,Police Station,Bengaluru Rural PS,KA32024,Divya Patil,Deputy Superintendent,Investigating Officer,1990-09-25,Female,AB Positive,0,2009-06-12,279846797202500020,202500020,2023-11-25,"On 21-11-2023, a case of Drug Offence was reported at Bengaluru Rural PS, Bengaluru Rural district.",2023-11-21T04:00:00,2023-11-21T11:00:00,2023-11-21T14:00:00,13.2807,77.4817,"Incident occurred near coordinates 13.2807, 77.4817 within jurisdiction of Bengaluru Rural PS.",Narcotics,Drug Offence,NDPS,"Narcotic Drugs and Psychotropic Substances Act, 1985",NDPS,20,Punishment for cannabis-related offences,1,1,Suresh Nair,58,Private Employee,Hindu,General,Transgender,Vikram Pai,9,Male,0,Rajesh Hegde,,Female,A1,1.0,2023-12-02T05:00:00,Karnataka,Bengaluru Rural,Bengaluru Rural PS,KA32024,Bengaluru Rural District & Sessions Court,Rajesh Hegde,,,,
PAR,Heinous,Report Beece (B-Report),Karnataka,Vijayapura,Vijayapura District & Sessions Court,Police Station,Vijayapura Town PS,KA67240,Hari Gowda,Deputy Superintendent,SHO,1988-01-20,Female,A Positive,0,2018-11-03,344521490202200021,202200021,2023-01-09,"On 07-01-2023, a case of Money Laundering was reported at Vijayapura Town PS, Vijayapura district.",2023-01-07T19:00:00,2023-01-07T22:00:00,2023-01-07T21:00:00,16.9047,75.7755,"Incident occurred near coordinates 16.9047, 75.7755 within jurisdiction of Vijayapura Town PS.",Financial Crime,Money Laundering,PMLA,"Prevention of Money Laundering Act, 2002",PMLA,3,Offence of money laundering,1,1,Vikram Rao,40,Private Employee,Hindu,General,Male,Anil Kulkarni,42,Female,0,Deepak Pai,25,Female,A1,1.0,2023-01-16T23:00:00,Karnataka,Vijayapura,Vijayapura Town PS,KA67240,Vijayapura District & Sessions Court,Deepak Pai,Anil Rao,,,
PAR,Non-Heinous,Report Beece (B-Report),Karnataka,Vijayapura,Vijayapura District & Sessions Court,Police Station,Vijayapura Town PS,KA67240,Hari Gowda,Constable,Circle Inspector,1990-08-04,Female,B Negative,1,2016-09-24,344521490202200021,202200021,2023-01-09,"On 07-01-2023, a case of Money Laundering was reported at Vijayapura Town PS, Vijayapura district.",2023-01-07T19:00:00,2023-01-07T22:00:00,2023-01-07T21:00:00,16.9047,75.7755,"Incident occurred near coordinates 16.9047, 75.7755 within jurisdiction of Vijayapura Town PS.",Financial Crime,Money Laundering,PMLA,"Prevention of Money Laundering Act, 2002",PMLA,3,Offence of money laundering,1,1,,,,,,,,,,0,Anil Rao,32,Transgender,A2,,,,,,,,,,,,
Zero FIR,Non-Heinous,Under Investigation,Karnataka,Mysuru,Mysuru District & Sessions Court,Police Station,Saraswathipuram PS,KA98522,Rajesh Kamath,Inspector,Circle Inspector,1979-04-26,Male,B Positive,0,2000-02-13,812662190202500022,202500022,2024-11-14,"On 09-11-2024, a case of Cheating was reported at Saraswathipuram PS, Mysuru district.",2024-11-09T15:00:00,2024-11-09T20:00:00,2024-11-10T05:00:00,12.3396,76.7135,"Incident occurred near coordinates 12.3396, 76.7135 within jurisdiction of Saraswathipuram PS.",Financial Crime,Cheating,IPC,Indian Penal Code,IPC,420,Cheating and dishonestly inducing delivery of property,1,1,Kavya Deshmukh,71,Private Employee,Hindu,General,Male,Hari Verma,72,Male,0,Isha Hegde,,Male,A1,1.0,2024-11-21T03:00:00,Karnataka,Mysuru,Saraswathipuram PS,KA98522,Mysuru District & Sessions Court,Isha Hegde,,,,
FIR,Non-Heinous,Under Investigation,Karnataka,Ramanagara,Ramanagara District & Sessions Court,Police Station,Ramanagara Town PS,KA46636,Vikram Deshmukh,Head Constable,Circle Inspector,1987-10-07,Female,A Negative,0,2014-07-18,157664079202500023,202500023,2025-02-13,"On 11-02-2025, a case of Cyber Crime was reported at Ramanagara Town PS, Ramanagara district.",2025-02-11T09:00:00,2025-02-11T13:00:00,2025-02-12T05:00:00,12.6715,77.2451,"Incident occurred near coordinates 12.6715, 77.2451 within jurisdiction of Ramanagara Town PS.",Cyber Crime,Cyber Crime,ITA,"Information Technology Act, 2000",IT Act,66C,Identity theft using computer resource,1,1,Chirag Pai,58,Private Employee,Hindu,General,Transgender,Abhishek Hegde,13,Female,0,Siddharth Hegde,46,Female,A1,1.0,2025-02-20T16:00:00,Karnataka,Ramanagara,Ramanagara Town PS,KA46636,Ramanagara District & Sessions Court,Siddharth Hegde,,,,
