case_category,gravity_offence,case_status,state,district,court,unit_type,unit,officer_kgid,officer_name,officer_rank,officer_designation,officer_dob,officer_gender,officer_blood_group,officer_physically_challenged,officer_appointment_date,crime_no,case_no,registered_date,brief_facts,incident_from_date,incident_to_date,info_received_date,latitude,longitude,occurrence_brief_facts,crime_group_name,crime_head_name,act_code,act_description,short_name,section_code,section_description,act_order,section_order,complainant_name,complainant_age,complainant_occupation,complainant_religion,complainant_caste,complainant_gender,victim_name,victim_age,victim_gender,victim_police,accused_name,accused_age,accused_gender,accused_person_id,arrest_type,arrest_date,arrest_state,arrest_district,arrest_station,arrest_io_kgid,arrest_court,arrest_primary_accused_name,arrest_joint_accused_names,chargesheet_date,chargesheet_type,chargesheet_officer_kgid
Zero FIR,Non-Heinous,Under Investigation,Karnataka,Hassan,Hassan District & Sessions Court,Police Station,Hassan Town PS,KA48112,Priya Gowda,Inspector,SHO,1977-04-28,Male,AB Positive,0,2002-06-03,889321782202600009,202600009,2023-07-31,"On 28-07-2023, a case of Cryptocurrency Crime was reported at Hassan Town PS, Hassan district.",2023-07-28T07:00:00,2023-07-28T08:00:00,2023-07-28T19:00:00,13.038,76.0348,"Incident occurred near coordinates 13.038, 76.0348 within jurisdiction of Hassan Town PS.",Cyber Crime,Cryptocurrency Crime,ITA,"Information Technology Act, 2000",IT Act,66D,Cheating by personation using a computer resource,1,1,Esha Singh,78,Private Employee,Hindu,General,Transgender,Tanvi Shetty,73,Male,0,Dev Reddy,25,Transgender,A1,1.0,2023-08-07T18:00:00,Karnataka,Hassan,Hassan Town PS,KA48112,Hassan District & Sessions Court,Dev Reddy,,,,
FIR,Heinous,Chargesheet Filed,Karnataka,Mandya,Mandya District & Sessions Court,Police Station,Mandya Town PS,KA54431,Meena Bhat,Deputy Superintendent,Investigating Officer,1996-07-22,Male,AB Positive,1,2011-05-12,134826494202600010,202600010,2022-10-27,"On 22-10-2022, a case of Cryptocurrency Crime was reported at Mandya Town PS, Mandya district.",2022-10-22T02:00:00,2022-10-22T08:00:00,2022-10-22T23:00:00,12.4887,76.881,"Incident occurred near coordinates 12.4887, 76.881 within jurisdiction of Mandya Town PS.",Cyber Crime,Cryptocurrency Crime,ITA,"Information Technology Act, 2000",IT Act,66D,Cheating by personation using a computer resource,1,1,Deepak Naik,48,Private Employee,Hindu,General,Male,Isha Patil,62,Male,0,Vikram Das,,Male,A1,1.0,2022-11-03T13:00:00,Karnataka,Mandya,Mandya Town PS,KA54431,Mandya District & Sessions Court,Vikram Das,Bhavya Deshmukh,2022-11-16T13:00:00,B,KA54431
FIR,Heinous,Chargesheet Filed,Karnataka,Mandya,Mandya District & Sessions Court,Police Station,Mandya Town PS,KA54431,Meena Bhat,Constable,Circle Inspector,1980-05-05,Male,O Positive,0,2008-12-27,134826494202600010,202600010,2022-10-27,"On 22-10-2022, a case of Cryptocurrency Crime was reported at Mandya Town PS, Mandya district.",2022-10-22T02:00:00,2022-10-22T08:00:00,2022-10-22T23:00:00,12.4887,76.881,"Incident occurred near coordinates 12.4887, 76.881 within jurisdiction of Mandya Town PS.",Cyber Crime,Cryptocurrency Crime,ITA,"Information Technology Act, 2000",IT Act,66D,Cheating by personation using a computer resource,1,1,,,,,,,,,,0,Bhavya Deshmukh,,Male,A2,,,,,,,,,,,,
PAR,Heinous,Undetected,Karnataka,Mangaluru,Dakshina Kannada District & Sessions Court,Police Station,Mangaluru Town PS,KA30061,Meena Rao,Inspector,Investigating Officer,1984-02-19,Male,B Positive,0,2011-12-09,350666583202200011,202200011,2022-07-23,"On 20-07-2022, a case of Robbery was reported at Mangaluru Town PS, Mangaluru district.",2022-07-20T12:00:00,2022-07-20T19:00:00,2022-07-21T10:00:00,12.9928,74.8653,"Incident occurred near coordinates 12.9928, 74.8653 within jurisdiction of Mangaluru Town PS.",Property Crimes,Robbery,IPC,Indian Penal Code,IPC,392,Punishment for robbery,1,1,Priya Pai,75,Private Employee,Hindu,General,Female,Aditi Verma,74,Transgender,0,Rahul Kumar,25,Male,A1,,,,,,,,,,,,
PAR,Heinous,Undetected,Karnataka,Mangaluru,Dakshina Kannada District & Sessions Court,Police Station,Mangaluru Town PS,KA30061,Meena Rao,Sub-Inspector,SHO,1975-11-23,Female,B Positive,0,2019-10-28,350666583202200011,202200011,2022-07-23,"On 20-07-2022, a case of Robbery was reported at Mangaluru Town PS, Mangaluru district.",2022-07-20T12:00:00,2022-07-20T19:00:00,2022-07-21T10:00:00,12.9928,74.8653,"Incident occurred near coordinates 12.9928, 74.8653 within jurisdiction of Mangaluru Town PS.",Property Crimes,Robbery,IPC,Indian Penal Code,IPC,392,Punishment for robbery,1,1,,,,,,,,,,0,Vikram Gowda,,Male,A2,,,,,,,,,,,,
UDR,Non-Heinous,Under Investigation,Karnataka,Hubballi-Dharwad,Dharwad District & Sessions Court,Police Station,Dharwad Town PS,KA95302,Farhan Bhat,Head Constable,Investigating Officer,1979-10-26,Female,B Negative,0,2009-02-21,258419746202200012,202200012,2022-11-22,"On 19-11-2022, a case of Cryptocurrency Crime was reported at Dharwad Town PS, Hubballi-Dharwad district.",2022-11-19T06:00:00,2022-11-19T07:00:00,2022-11-20T03:00:00,15.3989,75.1981,"Incident occurred near coordinates 15.3989, 75.1981 within jurisdiction of Dharwad Town PS.",Cyber Crime,Cryptocurrency Crime,ITA,"Information Technology Act, 2000",IT Act,66D,Cheating by personation using a computer resource,1,1,Hari Gowda,42,Private Employee,Hindu,General,Male,Bhavya Singh,59,Transgender,0,Rahul Shenoy,39,Transgender,A1,1.0,2022-11-29T16:00:00,Karnataka,Hubballi-Dharwad,Dharwad Town PS,KA95302,Dharwad District & Sessions Court,Rahul Shenoy,,,,
Zero FIR,Non-Heinous,Chargesheet Filed,Karnataka,Ramanagara,Ramanagara District & Sessions Court,Police Station,Ramanagara Town PS,KA40837,Hari Verma,Inspector,Circle Inspector,1993-04-11,Male,AB Negative,0,2013-04-08,858943035202300013,202300013,2022-05-01,"On 28-04-2022, a case of Money Laundering was reported at Ramanagara Town PS, Ramanagara district.",2022-04-28T02:00:00,2022-04-28T04:00:00,2022-04-28T09:00:00,12.7813,77.3082,"Incident occurred near coordinates 12.7813, 77.3082 within jurisdiction of Ramanagara Town PS.",Financial Crime,Money Laundering,PMLA,"Prevention of Money Laundering Act, 2002",PMLA,3,Offence of money laundering,1,1,Vikram Verma,50,Private Employee,Hindu,General,Transgender,Farhan Verma,7,Male,0,Chirag Das,32,Transgender,A1,1.0,2022-05-08T06:00:00,Karnataka,Ramanagara,Ramanagara Town PS,KA40837,Ramanagara District & Sessions Court,Chirag Das,,2022-06-21T06:00:00,A,KA40837
PAR,Non-Heinous,Undetected,Karnataka,Kalaburagi,Kalaburagi District & Sessions Court,Police Station,Kalaburagi City PS,KA17174,Aditi Hegde,Inspector,Circle Inspector,1984-02-27,Female,O Negative,0,2014-01-25,363437606202400014,202400014,2023-02-17,"On 11-02-2023, a case of Burglary was reported at Kalaburagi City PS, Kalaburagi district.",2023-02-11T23:00:00,2023-02-12T03:00:00,2023-02-12T23:00:00,17.3039,76.8884,"Incident occurred near coordinates 17.3039, 76.8884 within jurisdiction of Kalaburagi City PS.",Property Crimes,Burglary,IPC,Indian Penal Code,IPC,457,Lurking house-trespass or house-breaking by night,1,1,Ananya Kumar,30,Private Employee,Hindu,General,Female,Rajesh Naik,58,Female,0,Rahul Kamath,,Female,A1,,,,,,,,,,,,
UDR,Non-Heinous,Report Beece (B-Report),Karnataka,Bagalkote,Bagalkote District & Sessions Court,Police Station,Bagalkote Town PS,KA82592,Esha Shetty,Head Constable,SHO,1972-04-25,Male,B Positive,0,2020-04-26,273023477202600015,202600015,2023-05-22,"On 20-05-2023, a case of Robbery was reported at Bagalkote Town PS, Bagalkote district.",2023-05-20T01:00:00,2023-05-20T06:00:00,2023-05-20T15:00:00,16.1399,75.6828,"Incident occurred near coordinates 16.1399, 75.6828 within jurisdiction of Bagalkote Town PS.",Property Crimes,Robbery,IPC,Indian Penal Code,IPC,392,Punishment for robbery,1,1,Vikram Kamath,21,Private Employee,Hindu,General,Female,Sunil Shetty,73,Male,0,Deepak Kamath,,Transgender,A1,1.0,2023-05-29T03:00:00,Karnataka,Bagalkote,Bagalkote Town PS,KA82592,Bagalkote District & Sessions Court,Deepak Kamath,,,,
PAR,Non-Heinous,Report Beece (B-Report),Karnataka,Ballari,Ballari District & Sessions Court,Police Station,Ballari City PS,KA38711,Manish Verma,Inspector,SHO,1979-01-12,Male,AB Negative,0,2008-06-15,348198725202600016,202600016,2022-11-28,"On 24-11-2022, a case of Drug Offence was reported at Ballari City PS, Ballari district.",2022-11-24T07:00:00,2022-11-24T09:00:00,2022-11-24T11:00:00,15.1676,76.8839,"Incident occurred near coordinates 15.1676, 76.8839 within jurisdiction of Ballari City PS.",Narcotics,Drug Offence,NDPS,"Narcotic Drugs and Psychotropic Substances Act, 1985",NDPS,20,Punishment for cannabis-related offences,1,1,Pooja Kumar,64,Private Employee,Hindu,General,Transgender,Farhan Patil,69,Transgender,0,Ananya Das,67,Male,A1,1.0,2022-12-05T09:00:00,Karnataka,Ballari,Ballari City PS,KA38711,Ballari District & Sessions Court,Ananya Das,Bhavya Singh,,,
PAR,Heinous,Report Beece (B-Report),Karnataka,Ballari,Ballari District & Sessions Court,Police Station,Ballari City PS,KA38711,Manish Verma,Constable,Circle Inspector,1998-05-05,Female,AB Positive,1,2020-03-15,348198725202600016,202600016,2022-11-28,"On 24-11-2022, a case of Drug Offence was reported at Ballari City PS, Ballari district.",2022-11-24T07:00:00,2022-11-24T09:00:00,2022-11-24T11:00:00,15.1676,76.8839,"Incident occurred near coordinates 15.1676, 76.8839 within jurisdiction of Ballari City PS.",Narcotics,Drug Offence,NDPS,"Narcotic Drugs and Psychotropic Substances Act, 1985",NDPS,20,Punishment for cannabis-related offences,1,1,,,,,,,,,,0,Bhavya Singh,,Female,A2,,,,,,,,,,,,
PAR,Heinous,Under Investigation,Karnataka,Bengaluru Urban,"Principal City Civil & Sessions Court, Bengaluru",Police Station,Bengaluru City PS,KA87939,Anil Kulkarni,Sub-Inspector,Circle Inspector,1977-10-15,Male,B Positive,0,2000-03-13,361244510202400017,202400017,2025-09-10,"On 07-09-2025, a case of Cheating was reported at Bengaluru City PS, Bengaluru Urban district.",2025-09-07T10:00:00,2025-09-07T16:00:00,2025-09-07T15:00:00,12.9457,77.6611,"Incident occurred near coordinates 12.9457, 77.6611 within jurisdiction of Bengaluru City PS.",Financial Crime,Cheating,IPC,Indian Penal Code,IPC,420,Cheating and dishonestly inducing delivery of property,1,1,Aditi Das,67,Private Employee,Hindu,General,Transgender,Sanjay Reddy,51,Male,0,Tanvi Patil,34,Transgender,A1,1.0,2025-09-17T16:00:00,Karnataka,Bengaluru Urban,Bengaluru City PS,KA87939,"Principal City Civil & Sessions Court, Bengaluru",Tanvi Patil,,,,
FIR,Heinous,Under Investigation,Karnataka,Chikkamagaluru,Chikkamagaluru District & Sessions Court,Police Station,Chikkamagaluru PS,KA30864,Abhishek Verma,Sub-Inspector,Station Writer,1981-04-09,Female,O Negative,0,2019-10-14,136524528202300018,202300018,2022-07-17,"On 16-07-2022, a case of Robbery was reported at Chikkamagaluru PS, Chikkamagaluru district.",2022-07-16T11:00:00,2022-07-16T17:00:00,2022-07-17T06:00:00,13.2825,75.7158,"Incident occurred near coordinates 13.2825, 75.7158 within jurisdiction of Chikkamagaluru PS.",Property Crimes,Robbery,IPC,Indian Penal Code,IPC,392,Punishment for robbery,1,1,Esha Gowda,49,Private Employee,Hindu,General,Male,Nikhil Das,11,Transgender,0,Vikram Hegde,63,Transgender,A1,1.0,2022-07-24T18:00:00,Karnataka,Chikkamagaluru,Chikkamagaluru PS,KA30864,Chikkamagaluru District & Sessions Court,Vikram Hegde,,,,
FIR,Heinous,Report Beece (B-Report),Karnataka,Bengaluru Rural,Bengaluru Rural District & Sessions Court,Police Station,Bengaluru Rural PS,KA95969,Rahul Gowda,Head Constable,SHO,1978-11-07,Male,AB Positive,0,2001-12-28,125097925202500019,202500019,2023-03-08,"On 04-03-2023, a case of Theft was reported at Bengaluru Rural PS, Bengaluru Rural district.",2023-03-04T19:00:00,2023-03-05T02:00:00,2023-03-04T23:00:00,13.2253,77.4742,"Incident occurred near coordinates 13.2253, 77.4742 within jurisdiction of Bengaluru Rural PS.",Property Crimes,Theft,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Meena Bhat,21,Private Employee,Hindu,General,Transgender,Pooja Joshi,7,Female,0,Rahul Shenoy,,Male,A1,1.0,2023-03-15T23:00:00,Karnataka,Bengaluru Rural,Bengaluru Rural PS,KA95969,Bengaluru Rural District & Sessions Court,Rahul Shenoy,Farhan Shetty,,,
FIR,Non-Heinous,Report Beece (B-Report),Karnataka,Bengaluru Rural,Bengaluru Rural District & Sessions Court,Police Station,Bengaluru Rural PS,KA95969,Rahul Gowda,Constable,Circle Inspector,1986-11-22,Male,O Positive,1,2012-06-13,125097925202500019,202500019,2023-03-08,"On 04-03-2023, a case of Theft was reported at Bengaluru Rural PS, Bengaluru Rural district.",2023-03-04T19:00:00,2023-03-05T02:00:00,2023-03-04T23:00:00,13.2253,77.4742,"Incident occurred near coordinates 13.2253, 77.4742 within jurisdiction of Bengaluru Rural PS.",Property Crimes,Theft,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,,,,,,,,,,0,Farhan Shetty,34,Transgender,A2,,,,,,,,,,,,
UDR,Heinous,Chargesheet Filed,Karnataka,Shivamogga,Shivamogga District & Sessions Court,Police Station,Shivamogga Town PS,KA61160,Meena Kulkarni,Head Constable,Station Writer,1971-06-01,Male,O Positive,0,2010-03-23,278358793202500020,202500020,2023-09-22,"On 18-09-2023, a case of Dark Web Crime was reported at Shivamogga Town PS, Shivamogga district.",2023-09-18T02:00:00,2023-09-18T06:00:00,2023-09-18T07:00:00,13.973,75.4942,"Incident occurred near coordinates 13.973, 75.4942 within jurisdiction of Shivamogga Town PS.",Cyber Crime,Dark Web Crime,ITA,"Information Technology Act, 2000",IT Act,67,Publishing/transmitting obscene material electronically,1,1,Sunil Naik,52,Private Employee,Hindu,General,Transgender,Kavya Rao,63,Transgender,0,Esha Kumar,,Male,A1,1.0,2023-09-29T13:00:00,Karnataka,Shivamogga,Shivamogga Town PS,KA61160,Shivamogga District & Sessions Court,Esha Kumar,Kiran Kulkarni,2023-10-28T13:00:00,B,KA61160
UDR,Non-Heinous,Chargesheet Filed,Karnataka,Shivamogga,Shivamogga District & Sessions Court,Police Station,Shivamogga Town PS,KA61160,Meena Kulkarni,Inspector,Investigating Officer,1979-06-10,Female,B Positive,0,2019-05-04,278358793202500020,202500020,2023-09-22,"On 18-09-2023, a case of Dark Web Crime was reported at Shivamogga Town PS, Shivamogga district.",2023-09-18T02:00:00,2023-09-18T06:00:00,2023-09-18T07:00:00,13.973,75.4942,"Incident occurred near coordinates 13.973, 75.4942 within jurisdiction of Shivamogga Town PS.",Cyber Crime,Dark Web Crime,ITA,"Information Technology Act, 2000",IT Act,67,Publishing/transmitting obscene material electronically,1,1,,,,,,,,,,0,Kiran Kulkarni,,Transgender,A2,,,,,,,,,,,,
UDR,Non-Heinous,Under Investigation,Karnataka,Shivamogga,Shivamogga District & Sessions Court,Police Station,Shivamogga Town PS,KA86225,Farhan Pai,Head Constable,Station Writer,1978-10-23,Male,AB Positive,0,2000-09-05,257409710202400021,202400021,2023-03-17,"On 11-03-2023, a case of Burglary was reported at Shivamogga Town PS, Shivamogga district.",2023-03-11T23:00:00,2023-03-12T07:00:00,2023-03-12T10:00:00,13.9295,75.5898,"Incident occurred near coordinates 13.9295, 75.5898 within jurisdiction of Shivamogga Town PS.",Property Crimes,Burglary,IPC,Indian Penal Code,IPC,457,Lurking house-trespass or house-breaking by night,1,1,Siddharth Naik,43,Private Employee,Hindu,General,Transgender,Deepak Reddy,51,Transgender,0,Deepak Verma,,Female,A1,1.0,2023-03-24T01:00:00,Karnataka,Shivamogga,Shivamogga Town PS,KA86225,Shivamogga District & Sessions Court,Deepak Verma,Nikhil Naik,,,
UDR,Heinous,Under Investigation,Karnataka,Shivamogga,Shivamogga District & Sessions Court,Police Station,Shivamogga Town PS,KA86225,Farhan Pai,Constable,Investigating Officer,1992-11-27,Male,O Negative,0,2010-07-20,257409710202400021,202400021,2023-03-17,"On 11-03-2023, a case of Burglary was reported at Shivamogga Town PS, Shivamogga district.",2023-03-11T23:00:00,2023-03-12T07:00:00,2023-03-12T10:00:00,13.9295,75.5898,"Incident occurred near coordinates 13.9295, 75.5898 within jurisdiction of Shivamogga Town PS.",Property Crimes,Burglary,IPC,Indian Penal Code,IPC,457,Lurking house-trespass or house-breaking by night,1,1,,,,,,,,,,0,Nikhil Naik,,Transgender,A2,,,,,,,,,,,,
