case_category,gravity_offence,case_status,state,district,court,unit_type,unit,officer_kgid,officer_name,officer_rank,officer_designation,officer_dob,officer_gender,officer_blood_group,officer_physically_challenged,officer_appointment_date,crime_no,case_no,registered_date,brief_facts,incident_from_date,incident_to_date,info_received_date,latitude,longitude,occurrence_brief_facts,crime_group_name,crime_head_name,act_code,act_description,short_name,section_code,section_description,act_order,section_order,complainant_name,complainant_age,complainant_occupation,complainant_religion,complainant_caste,complainant_gender,victim_name,victim_age,victim_gender,victim_police,accused_name,accused_age,accused_gender,accused_person_id,arrest_type,arrest_date,arrest_state,arrest_district,arrest_station,arrest_io_kgid,arrest_court,arrest_primary_accused_name,arrest_joint_accused_names,chargesheet_date,chargesheet_type,chargesheet_officer_kgid
PAR,Non-Heinous,Chargesheet Filed,Karnataka,Bidar,Bidar District & Sessions Court,Police Station,Bidar Town PS,KA62619,Isha Verma,Deputy Superintendent,Circle Inspector,1994-03-21,Male,A Positive,0,2001-01-12,316431286202400006,202400006,2022-03-11,"On 08-03-2022, a case of Drug Offence was reported at Bidar Town PS, Bidar district.",2022-03-08T23:00:00,2022-03-09T00:00:00,2022-03-09T12:00:00,17.9742,77.515,"Incident occurred near coordinates 17.9742, 77.515 within jurisdiction of Bidar Town PS.",Narcotics,Drug Offence,NDPS,"Narcotic Drugs and Psychotropic Substances Act, 1985",NDPS,20,Punishment for cannabis-related offences,1,1,Sanjay Naik,66,Private Employee,Hindu,General,Male,Siddharth Naik,73,Male,0,Tanvi Deshmukh,,Female,A1,1.0,2022-03-18T08:00:00,Karnataka,Bidar,Bidar Town PS,KA62619,Bidar District & Sessions Court,Tanvi Deshmukh,,2022-04-08T08:00:00,B,KA62619
Zero FIR,Heinous,Chargesheet Filed,Karnataka,Mysuru,Mysuru District & Sessions Court,Police Station,Saraswathipuram PS,KA15353,Deepak Hegde,Inspector,Station Writer,1996-12-09,Male,AB Positive,0,2007-10-13,815815071202400007,202400007,2025-03-27,"On 21-03-2025, a case of Burglary was reported at Saraswathipuram PS, Mysuru district.",2025-03-21T20:00:00,2025-03-22T00:00:00,2025-03-22T04:00:00,12.3725,76.6865,"Incident occurred near coordinates 12.3725, 76.6865 within jurisdiction of Saraswathipuram PS.",Property Crimes,Burglary,IPC,Indian Penal Code,IPC,457,Lurking house-trespass or house-breaking by night,1,1,Tanvi Deshmukh,49,Private Employee,Hindu,General,Female,Gautam Deshmukh,61,Male,0,Vikram Verma,,Female,A1,1.0,2025-04-03T04:00:00,Karnataka,Mysuru,Saraswathipuram PS,KA15353,Mysuru District & Sessions Court,Vikram Verma,,2025-05-14T04:00:00,B,KA15353
FIR,Non-Heinous,Under Investigation,Karnataka,Mandya,Mandya District & Sessions Court,Police Station,Mandya Town PS,KA17608,Isha Deshmukh,Deputy Superintendent,SHO,1984-01-13,Female,A Positive,0,2008-12-08,183706281202200008,202200008,2023-05-26,"On 22-05-2023, a case of Cheating was reported at Mandya Town PS, Mandya district.",2023-05-22T02:00:00,2023-05-22T07:00:00,2023-05-22T10:00:00,12.5219,76.9614,"Incident occurred near coordinates 12.5219, 76.9614 within jurisdiction of Mandya Town PS.",Financial Crime,Cheating,IPC,Indian Penal Code,IPC,420,Cheating and dishonestly inducing delivery of property,1,1,Hari Joshi,43,Private Employee,Hindu,General,Male,Esha Shenoy,33,Transgender,0,Tanvi Patil,,Transgender,A1,1.0,2023-06-02T12:00:00,Karnataka,Mandya,Mandya Town PS,KA17608,Mandya District & Sessions Court,Tanvi Patil,Pooja Reddy,,,
FIR,Non-Heinous,Under Investigation,Karnataka,Mandya,Mandya District & Sessions Court,Police Station,Mandya Town PS,KA17608,Isha Deshmukh,Inspector,SHO,1991-08-04,Male,O Positive,0,2020-03-28,183706281202200008,202200008,2023-05-26,"On 22-05-2023, a case of Cheating was reported at Mandya Town PS, Mandya district.",2023-05-22T02:00:00,2023-05-22T07:00:00,2023-05-22T10:00:00,12.5219,76.9614,"Incident occurred near coordinates 12.5219, 76.9614 within jurisdiction of Mandya Town PS.",Financial Crime,Cheating,IPC,Indian Penal Code,IPC,420,Cheating and dishonestly inducing delivery of property,1,1,,,,,,,,,,0,Pooja Reddy,30,Female,A2,,,,,,,,,,,,
PAR,Heinous,Chargesheet Filed,Karnataka,Mysuru,Mysuru District & Sessions Court,Police Station,Saraswathipuram PS,KA71545,Farhan Reddy,Inspector,Station Writer,1985-08-02,Female,B Negative,0,2000-09-21,314642303202300009,202300009,2024-12-22,"On 17-12-2024, a case of Assault was reported at Saraswathipuram PS, Mysuru district.",2024-12-17T10:00:00,2024-12-17T17:00:00,2024-12-17T19:00:00,12.318,76.6827,"Incident occurred near coordinates 12.318, 76.6827 within jurisdiction of Saraswathipuram PS.",Crimes Against Body,Assault,IPC,Indian Penal Code,IPC,351,Assault,1,1,Rajesh Gowda,24,Private Employee,Hindu,General,Transgender,Sunil Rao,30,Female,0,Sunil Gowda,,Male,A1,1.0,2024-12-29T11:00:00,Karnataka,Mysuru,Saraswathipuram PS,KA71545,Mysuru District & Sessions Court,Sunil Gowda,Priya Verma,2025-02-14T11:00:00,C,KA71545
PAR,Non-Heinous,Chargesheet Filed,Karnataka,Mysuru,Mysuru District & Sessions Court,Police Station,Saraswathipuram PS,KA71545,Farhan Reddy,Constable,Circle Inspector,1997-10-23,Female,B Negative,0,2004-09-02,314642303202300009,202300009,2024-12-22,"On 17-12-2024, a case of Assault was reported at Saraswathipuram PS, Mysuru district.",2024-12-17T10:00:00,2024-12-17T17:00:00,2024-12-17T19:00:00,12.318,76.6827,"Incident occurred near coordinates 12.318, 76.6827 within jurisdiction of Saraswathipuram PS.",Crimes Against Body,Assault,IPC,Indian Penal Code,IPC,351,Assault,1,1,,,,,,,,,,0,Priya Verma,22,Female,A2,,,,,,,,,,,,
PAR,Heinous,Report Beece (B-Report),Karnataka,Bengaluru Urban,"Principal City Civil & Sessions Court, Bengaluru",Police Station,Bengaluru City PS,KA52905,Farhan Shenoy,Head Constable,Investigating Officer,1995-08-05,Male,A Positive,0,2019-08-06,375601788202200010,202200010,2022-02-20,"On 15-02-2022, a case of Cryptocurrency Crime was reported at Bengaluru City PS, Bengaluru Urban district.",2022-02-15T09:00:00,2022-02-15T14:00:00,2022-02-16T04:00:00,13.0249,77.5755,"Incident occurred near coordinates 13.0249, 77.5755 within jurisdiction of Bengaluru City PS.",Cyber Crime,Cryptocurrency Crime,ITA,"Information Technology Act, 2000",IT Act,66D,Cheating by personation using a computer resource,1,1,Aditi Kamath,78,Private Employee,Hindu,General,Transgender,Vikram Verma,20,Female,0,Manish Nair,,Female,A1,1.0,2022-02-27T17:00:00,Karnataka,Bengaluru Urban,Bengaluru City PS,KA52905,"Principal City Civil & Sessions Court, Bengaluru",Manish Nair,Chirag Reddy,,,
PAR,Non-Heinous,Report Beece (B-Report),Karnataka,Bengaluru Urban,"Principal City Civil & Sessions Court, Bengaluru",Police Station,Bengaluru City PS,KA52905,Farhan Shenoy,Constable,SHO,1997-01-13,Male,AB Negative,0,2006-02-09,375601788202200010,202200010,2022-02-20,"On 15-02-2022, a case of Cryptocurrency Crime was reported at Bengaluru City PS, Bengaluru Urban district.",2022-02-15T09:00:00,2022-02-15T14:00:00,2022-02-16T04:00:00,13.0249,77.5755,"Incident occurred near coordinates 13.0249, 77.5755 within jurisdiction of Bengaluru City PS.",Cyber Crime,Cryptocurrency Crime,ITA,"Information Technology Act, 2000",IT Act,66D,Cheating by personation using a computer resource,1,1,,,,,,,,,,0,Chirag Reddy,,Transgender,A2,,,,,,,,,,,,
UDR,Non-Heinous,Under Investigation,Karnataka,Shivamogga,Shivamogga District & Sessions Court,Police Station,Shivamogga Town PS,KA47855,Divya Rao,Head Constable,Investigating Officer,1989-12-08,Female,O Negative,1,2015-07-25,249379804202300011,202300011,2023-11-02,"On 30-10-2023, a case of Cheating was reported at Shivamogga Town PS, Shivamogga district.",2023-10-30T14:00:00,2023-10-30T16:00:00,2023-10-31T06:00:00,13.8559,75.5477,"Incident occurred near coordinates 13.8559, 75.5477 within jurisdiction of Shivamogga Town PS.",Financial Crime,Cheating,IPC,Indian Penal Code,IPC,420,Cheating and dishonestly inducing delivery of property,1,1,Hari Rao,46,Private Employee,Hindu,General,Female,Suresh Pai,46,Male,0,Suresh Das,,Female,A1,1.0,2023-11-09T16:00:00,Karnataka,Shivamogga,Shivamogga Town PS,KA47855,Shivamogga District & Sessions Court,Suresh Das,,,,
FIR,Non-Heinous,Report Beece (B-Report),Karnataka,Mangaluru,Dakshina Kannada District & Sessions Court,Police Station,Mangaluru Town PS,KA26212,Nikhil Naik,Sub-Inspector,Investigating Officer,1982-01-06,Male,O Negative,1,2005-02-11,120645821202400012,202400012,2022-10-21,"On 16-10-2022, a case of Murder was reported at Mangaluru Town PS, Mangaluru district.",2022-10-16T23:00:00,2022-10-17T03:00:00,2022-10-17T13:00:00,12.8944,74.8576,"Incident occurred near coordinates 12.8944, 74.8576 within jurisdiction of Mangaluru Town PS.",Crimes Against Body,Murder,IPC,Indian Penal Code,IPC,302,Punishment for murder,1,1,Aarav Singh,62,Private Employee,Hindu,General,Transgender,Rajesh Patil,31,Female,0,Sanjay Gowda,,Female,A1,1.0,2022-10-28T01:00:00,Karnataka,Mangaluru,Mangaluru Town PS,KA26212,Dakshina Kannada District & Sessions Court,Sanjay Gowda,,,,
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Ramanagara,Ramanagara District & Sessions Court,Police Station,Ramanagara Town PS,KA25004,Deepak Patil,Inspector,Investigating Officer,1974-05-25,Male,B Positive,0,2019-03-03,151836565202600013,202600013,2024-05-31,"On 27-05-2024, a case of Assault was reported at Ramanagara Town PS, Ramanagara district.",2024-05-27T18:00:00,2024-05-27T22:00:00,2024-05-28T12:00:00,12.7751,77.2695,"Incident occurred near coordinates 12.7751, 77.2695 within jurisdiction of Ramanagara Town PS.",Crimes Against Body,Assault,IPC,Indian Penal Code,IPC,351,Assault,1,1,Deepak Verma,70,Private Employee,Hindu,General,Male,Siddharth Naik,19,Female,0,Suresh Sharma,50,Transgender,A1,1.0,2024-06-07T05:00:00,Karnataka,Ramanagara,Ramanagara Town PS,KA25004,Ramanagara District & Sessions Court,Suresh Sharma,"Priya Deshmukh,Manish Verma",2024-06-25T05:00:00,B,KA25004
FIR,Heinous,Chargesheet Filed,Karnataka,Ramanagara,Ramanagara District & Sessions Court,Police Station,Ramanagara Town PS,KA25004,Deepak Patil,Inspector,Station Writer,1996-12-09,Female,A Negative,0,2009-02-05,151836565202600013,202600013,2024-05-31,"On 27-05-2024, a case of Assault was reported at Ramanagara Town PS, Ramanagara district.",2024-05-27T18:00:00,2024-05-27T22:00:00,2024-05-28T12:00:00,12.7751,77.2695,"Incident occurred near coordinates 12.7751, 77.2695 within jurisdiction of Ramanagara Town PS.",Crimes Against Body,Assault,IPC,Indian Penal Code,IPC,351,Assault,1,1,,,,,,,,,,0,Priya Deshmukh,,Male,A2,,,,,,,,,,,,
FIR,Heinous,Chargesheet Filed,Karnataka,Ramanagara,Ramanagara District & Sessions Court,Police Station,Ramanagara Town PS,KA25004,Deepak Patil,Constable,Station Writer,1985-07-12,Female,B Positive,0,2015-09-12,151836565202600013,202600013,2024-05-31,"On 27-05-2024, a case of Assault was reported at Ramanagara Town PS, Ramanagara district.",2024-05-27T18:00:00,2024-05-27T22:00:00,2024-05-28T12:00:00,12.7751,77.2695,"Incident occurred near coordinates 12.7751, 77.2695 within jurisdiction of Ramanagara Town PS.",Crimes Against Body,Assault,IPC,Indian Penal Code,IPC,351,Assault,1,1,,,,,,,,,,0,Manish Verma,,Male,A3,,,,,,,,,,,,
FIR,Non-Heinous,Report Beece (B-Report),Karnataka,Mangaluru,Dakshina Kannada District & Sessions Court,Police Station,Mangaluru Town PS,KA72689,Siddharth Shetty,Head Constable,Station Writer,1987-09-06,Female,A Positive,0,2012-04-25,132232275202600014,202600014,2024-07-16,"On 12-07-2024, a case of Grievous Hurt was reported at Mangaluru Town PS, Mangaluru district.",2024-07-12T19:00:00,2024-07-12T21:00:00,2024-07-13T07:00:00,12.9879,74.9208,"Incident occurred near coordinates 12.9879, 74.9208 within jurisdiction of Mangaluru Town PS.",Crimes Against Body,Grievous Hurt,IPC,Indian Penal Code,IPC,325,Punishment for voluntarily causing grievous hurt,1,1,Kavya Reddy,22,Private Employee,Hindu,General,Male,Farhan Bhat,74,Female,0,Divya Kumar,,Female,A1,1.0,2024-07-23T20:00:00,Karnataka,Mangaluru,Mangaluru Town PS,KA72689,Dakshina Kannada District & Sessions Court,Divya Kumar,,,,
UDR,Heinous,Chargesheet Filed,Karnataka,Kolar,Kolar District & Sessions Court,Police Station,Kolar Town PS,KA40375,Abhishek Kulkarni,Deputy Superintendent,Investigating Officer,1973-11-20,Female,A Positive,0,2009-09-12,211489087202300015,202300015,2024-04-02,"On 30-03-2024, a case of Drug Offence was reported at Kolar Town PS, Kolar district.",2024-03-30T22:00:00,2024-03-31T06:00:00,2024-03-31T20:00:00,13.0818,78.1923,"Incident occurred near coordinates 13.0818, 78.1923 within jurisdiction of Kolar Town PS.",Narcotics,Drug Offence,NDPS,"Narcotic Drugs and Psychotropic Substances Act, 1985",NDPS,20,Punishment for cannabis-related offences,1,1,Suresh Reddy,41,Private Employee,Hindu,General,Transgender,Priya Kamath,71,Female,0,Hari Hegde,74,Female,A1,1.0,2024-04-09T10:00:00,Karnataka,Kolar,Kolar Town PS,KA40375,Kolar District & Sessions Court,Hari Hegde,Aditi Deshmukh,2024-04-28T10:00:00,A,KA40375
UDR,Non-Heinous,Chargesheet Filed,Karnataka,Kolar,Kolar District & Sessions Court,Police Station,Kolar Town PS,KA40375,Abhishek Kulkarni,Inspector,Investigating Officer,1973-10-02,Male,B Negative,0,2011-09-16,211489087202300015,202300015,2024-04-02,"On 30-03-2024, a case of Drug Offence was reported at Kolar Town PS, Kolar district.",2024-03-30T22:00:00,2024-03-31T06:00:00,2024-03-31T20:00:00,13.0818,78.1923,"Incident occurred near coordinates 13.0818, 78.1923 within jurisdiction of Kolar Town PS.",Narcotics,Drug Offence,NDPS,"Narcotic Drugs and Psychotropic Substances Act, 1985",NDPS,20,Punishment for cannabis-related offences,1,1,,,,,,,,,,0,Aditi Deshmukh,,Transgender,A2,,,,,,,,,,,,
FIR,Heinous,Undetected,Karnataka,Davangere,Davangere District & Sessions Court,Police Station,Davangere Extension PS,KA95607,Vikram Patil,Sub-Inspector,Station Writer,1996-03-27,Male,O Negative,0,2014-05-27,119938196202400016,202400016,2025-02-21,"On 18-02-2025, a case of Cheating was reported at Davangere Extension PS, Davangere district.",2025-02-18T11:00:00,2025-02-18T15:00:00,2025-02-18T13:00:00,14.4692,75.8856,"Incident occurred near coordinates 14.4692, 75.8856 within jurisdiction of Davangere Extension PS.",Financial Crime,Cheating,IPC,Indian Penal Code,IPC,420,Cheating and dishonestly inducing delivery of property,1,1,Aditi Bhat,29,Private Employee,Hindu,General,Female,Hari Naik,69,Female,0,Hari Joshi,70,Female,A1,,,,,,,,,,,,
FIR,Heinous,Undetected,Karnataka,Davangere,Davangere District & Sessions Court,Police Station,Davangere Extension PS,KA95607,Vikram Patil,Deputy Superintendent,Investigating Officer,1988-02-25,Male,AB Negative,0,2005-08-16,119938196202400016,202400016,2025-02-21,"On 18-02-2025, a case of Cheating was reported at Davangere Extension PS, Davangere district.",2025-02-18T11:00:00,2025-02-18T15:00:00,2025-02-18T13:00:00,14.4692,75.8856,"Incident occurred near coordinates 14.4692, 75.8856 within jurisdiction of Davangere Extension PS.",Financial Crime,Cheating,IPC,Indian Penal Code,IPC,420,Cheating and dishonestly inducing delivery of property,1,1,,,,,,,,,,0,Farhan Naik,24,Transgender,A2,,,,,,,,,,,,
FIR,Non-Heinous,Under Investigation,Karnataka,Tumakuru,Tumakuru District & Sessions Court,Police Station,Tumakuru Town PS,KA46769,Anil Joshi,Sub-Inspector,Station Writer,1991-06-28,Female,A Negative,0,2011-10-04,171625140202500017,202500017,2025-02-16,"On 10-02-2025, a case of Cyber Crime was reported at Tumakuru Town PS, Tumakuru district.",2025-02-10T16:00:00,2025-02-10T19:00:00,2025-02-11T04:00:00,13.3384,77.172,"Incident occurred near coordinates 13.3384, 77.172 within jurisdiction of Tumakuru Town PS.",Cyber Crime,Cyber Crime,ITA,"Information Technology Act, 2000",IT Act,66C,Identity theft using computer resource,1,1,Vikram Naik,64,Private Employee,Hindu,General,Female,Dev Singh,64,Male,0,Pooja Kamath,39,Female,A1,1.0,2025-02-23T04:00:00,Karnataka,Tumakuru,Tumakuru Town PS,KA46769,Tumakuru District & Sessions Court,Pooja Kamath,,,,
UDR,Heinous,Chargesheet Filed,Karnataka,Bengaluru Rural,Bengaluru Rural District & Sessions Court,Police Station,Bengaluru Rural PS,KA40319,Isha Pai,Head Constable,Investigating Officer,1974-05-13,Female,A Positive,0,2003-08-05,228303730202200018,202200018,2024-05-29,"On 24-05-2024, a case of Grievous Hurt was reported at Bengaluru Rural PS, Bengaluru Rural district.",2024-05-24T20:00:00,2024-05-24T21:00:00,2024-05-25T12:00:00,13.3358,77.5091,"Incident occurred near coordinates 13.3358, 77.5091 within jurisdiction of Bengaluru Rural PS.",Crimes Against Body,Grievous Hurt,IPC,Indian Penal Code,IPC,325,Punishment for voluntarily causing grievous hurt,1,1,Chirag Sharma,57,Private Employee,Hindu,General,Transgender,Manish Nair,74,Male,0,Bhavya Patil,,Transgender,A1,1.0,2024-06-05T06:00:00,Karnataka,Bengaluru Rural,Bengaluru Rural PS,KA40319,Bengaluru Rural District & Sessions Court,Bhavya Patil,Isha Nair,2024-06-25T06:00:00,B,KA40319
UDR,Heinous,Chargesheet Filed,Karnataka,Bengaluru Rural,Bengaluru Rural District & Sessions Court,Police Station,Bengaluru Rural PS,KA40319,Isha Pai,Inspector,Station Writer,1987-05-09,Male,AB Negative,0,2011-04-16,228303730202200018,202200018,2024-05-29,"On 24-05-2024, a case of Grievous Hurt was reported at Bengaluru Rural PS, Bengaluru Rural district.",2024-05-24T20:00:00,2024-05-24T21:00:00,2024-05-25T12:00:00,13.3358,77.5091,"Incident occurred near coordinates 13.3358, 77.5091 within jurisdiction of Bengaluru Rural PS.",Crimes Against Body,Grievous Hurt,IPC,Indian Penal Code,IPC,325,Punishment for voluntarily causing grievous hurt,1,1,,,,,,,,,,0,Isha Nair,,Transgender,A2,,,,,,,,,,,,
PAR,Heinous,Undetected,Karnataka,Bidar,Bidar District & Sessions Court,Police Station,Bidar Town PS,KA50035,Kavya Hegde,Constable,Investigating Officer,1992-03-04,Female,O Positive,0,2007-11-08,393903570202400019,202400019,2024-05-08,"On 04-05-2024, a case of Theft was reported at Bidar Town PS, Bidar district.",2024-05-04T05:00:00,2024-05-04T08:00:00,2024-05-04T15:00:00,17.8536,77.5595,"Incident occurred near coordinates 17.8536, 77.5595 within jurisdiction of Bidar Town PS.",Property Crimes,Theft,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Divya Nair,54,Private Employee,Hindu,General,Female,Deepak Reddy,59,Transgender,0,Chirag Sharma,,Transgender,A1,,,,,,,,,,,,
